"CodMat","CodFam","Descri","UniMat","CosMat","Desper","Provee","Consum","FecMat","Importado"
"CER066","01","CESTA GAVION 2X1X1 HUECO 8X10 CAL12","pza","77,13","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"CER067","01","CESTA GAVION 2X1X1 HUECO 24X15 CAL12","pza","44,07","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"CER068","01","MALLA POLLITO GALVANIZADA C-21 H=0,90 M ","m","3,87","3","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CER069","00","ESTANTILLO MADERA PLASTICA 7X7 CM L=2 MT","pza","9,35","5","","","4/5/2026 12:00:00 a. m.","False"
"CER070","00","ESTANTILLO MADERA PLASTICA 6X6 CM L=2 MT","pza","8,81","5","","","4/5/2026 12:00:00 a. m.","False"
"CER071","00","ESTANTILLO MADERA PLASTICA 8X8 CM L=2 MT","pza","9,88","5","","","4/5/2026 12:00:00 a. m.","False"
"CER072","00","ESTANTILLO MADERA PLASTICA 9X9 CM L=2,5 ","pza","14,31","5","","","4/5/2026 12:00:00 a. m.","False"
"COC001","05","BLOQUE DE CONCRETO 15 X 20 X 40 CM#","pza","1,21","5","MATERIALES DAMACO C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC002","05","BLOQUE*  DE CONCRETO 20 X 20 X 40 CM PMV","pza","1,29","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"COC003","05","ESCALON DE CONCRETO PREFAB. ACAB. MARTIL","m","11,02","0","","","4/5/2026 12:00:00 a. m.","False"
"COC004","05","BLOQUE*  DE CONCRETO 15 X 20 X 40 CM PMV","pza","1,08","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"COC005","05","BLOQUE DE CONCRETO ORNAMENTAL 4 HUECOS E","pza","1,61","5","","","4/5/2026 12:00:00 a. m.","False"
"COC006","05","BROCAL CUNETA CONCRETO PREFABRICADO TIPO","m","13,22","0","","","4/5/2026 12:00:00 a. m.","False"
"COC007","05","CILINDRO CONCRETO B.V. TIPO A D= 1.2 M 4","m","269,28","2","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC008","05","DEFENSA CONCRETO TIPO A ISLA CENT. P/PAS","m","26,45","0","CONCRETERA LOCK JOINT, C.A - COLOCA","","4/5/2026 12:00:00 a. m.","False"
"COC009","00","JUNTA ESPECIAL DE CONSTRUCCION","m","5,76","1","","","4/5/2026 12:00:00 a. m.","False"
"COC010","05","TEJA PREFABRICADA DE CONCRETO","m2","7,69","5","","","4/5/2026 12:00:00 a. m.","False"
"COC011","05","TUBO DE CONCRETO J.M. D = 0,25 M (10"") C","m","41,85","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC012","05","TUBO DE CONCRETO J.M. D = 0,38 M (15"") C","m","85,97","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC013","05","PARED BLOQUE CONCRETO OL 15 CM SIN ESTRU","m2","33,09","0","","","4/5/2026 12:00:00 a. m.","False"
"COC014","05","BLOQUE DE CONCRETO LIVIANO 10 X20X 40 AL","pza","0,97","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"COC015","05","PARED BLOQUE CONCRETO OL 15 CM SIN ESTRU","m2","31,95","0","","","4/5/2026 12:00:00 a. m.","False"
"COC016","05","TUBO DE CONCRETO J.M. CL C-2 D= 6"" / 0,1","m","17,64","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC017","05","BLOQUE*  DE CONCRETO 12 X 20 X 40 CM PMV","pza","1,24","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"COC018","05","BLOQUE DE CONCRETO 20 X 20 X 40 CM#","pza","2,18","5","","","4/5/2026 12:00:00 a. m.","False"
"COC019","05","ESCALON DE CONCRETO PREFABRICADO ACAB. L","m","16,5","0","","","4/5/2026 12:00:00 a. m.","False"
"COC020","05","CONO CONCRETO B.V.TIPO A D=61/120 CM-24""","pza","214,2","2","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC021","05","POSTE D/CONCRETO P/ CERCA DE ALAMBRE PUA","und","9,88","2","","","4/5/2026 12:00:00 a. m.","False"
"COC022","05","TUBO DE CONCRETO J.M. D = 0,30 M (12"") C","m","61,72","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC023","05","TUBO DE CONCRETO J.M. D = 0,45 M (18"") C","m","126,73","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC024","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","167,18","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC025","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","158,63","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC026","05","TUBO DE CONCRETO J.M. D = 0,70 M (27"") C","m","147,98","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC027","05","TUBO DE CONCRETO J.M. D = 0,75 M (30"") C","m","301,5","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC028","05","PARED BLOQUE CONCRETO OL 15 CM CON ESTRU","m2","33,09","0","","","4/5/2026 12:00:00 a. m.","False"
"COC029","05","TUBO DE CONCRETO J.M. D = 1,05 M (42"") C","m","468,37","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC030","05","TUBO DE CONCRETO J.M. D = 1,20 M (48"") C","m","716,28","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC031","05","BLOQUE*  DE CONCRETO 10 X 20 X 40 CM PMV","pza","1,08","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"COC032","05","CILINDRO CONCRETO B.V. TIPO II D=0.6M 24","pza","116,84","2","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC033","05","CILINDRO CONCRETO B.V. TIPO B D=1.5M 60""","pza","245,6","2","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC034","05","BLOQUE DE CONCRETO VENTILACION 2 HUECOS","pza","1,61","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"COC035","05","TUBO DE CONCRETO J.M. D = 1,20 M (48"") C","m","991,78","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC036","05","TUBO DE CONCRETO J.M. D = 1,20 M (48"") C","m","621,52","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC037","05","TUBO PERFORADO DE CONCRETO 12"" (30 CM) R","m","43,63","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC038","05","TUBO CONCRETO MC J.M. D = 0,20 M (8"") C-","pza","20,91","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC039","05","TAPA DE CONCRETO PARA CACHIMBO 8 PULG","pza","3,28","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC040","05","MITAD TUBO DE CONCRETO  D=6"" (150 MM) L=","m","9,88","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC041","05","MITAD TUBO DE CONCRETO  D=8"" P/CANALES","m","14,31","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC042","05","TUBO CONCRETO MC J.M. D = 0,15 M (6"") L=","m","16,5","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC043","05","TUBO DE CONCRETO J.M. D = 0,38 M (15"") C","m","99,2","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC044","05","CILINDRO CONCRETO B.V. TIPO B D=1.5M 60""","m","402,84","2","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC045","05","BLOQUE DE CONCRETO 10 X 20 X 40 CM P/PAR","pza","1,29","5","MATERIALES DAMACO C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC046","05","BLOQUE DE CONCRETO SEMI ALIGERADO DE 10 ","pza","1,29","5","","","4/5/2026 12:00:00 a. m.","False"
"COC047","05","BLOQUE DE CONCRETO LIVIANO (ALIGERADO) D","pza","0,97","5","MATERIALES LOS SILOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC048","05","BLOQUE DE CONCRETO TIPO PATA DE GALLINA ","pza","1,86","5","","","4/5/2026 12:00:00 a. m.","False"
"COC049","05","TUBO CONCRETO LISO J.M. D = 0,20 M (8"") ","m","16,5","5","","","4/5/2026 12:00:00 a. m.","False"
"COC050","05","BLOQUE DE CONCRETO LIVIANO (ALIGERADO) D","pza","1,29","5","MATERIALES DAMACO C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC051","05","DEFENSA CONCRETO TIPO L ISLA CENT. P/PAS","m","29,74","0","CONCRETERA LOCK JOINT, C.A - COLOCA","","4/5/2026 12:00:00 a. m.","False"
"COC052","05","BLOQUE DE CONCRETO SEMI ALIGERADO DE 15 ","pza","1,61","5","","","4/5/2026 12:00:00 a. m.","False"
"COC053","05","BLOQUE DE CONCRETO EN ""U"" DE 15 CM","pza","1,29","5","","","4/5/2026 12:00:00 a. m.","False"
"COC054","05","BLOQUE DE CONCRETO LIVIANO (ALIGERADO) D","pza","1,18","5","","","4/5/2026 12:00:00 a. m.","False"
"COC055","05","BLOQUE DE CONCRETO ORNAMENTAL 2 HUECOS E","pza","1,61","5","","","4/5/2026 12:00:00 a. m.","False"
"COC056","05","DEFENSA CONCRETO TIPO L ISLA CENTRAL","m","33,09","0","CONCRETERA LOCK JOINT, C.A - COLOCA","","4/5/2026 12:00:00 a. m.","False"
"COC057","05","BLOQUE DE CONCRETO LIVIANO (ALIGERADO) D","pza","1,29","5","","","4/5/2026 12:00:00 a. m.","False"
"COC058","05","BLOQUE DE CONCRETO EN ""U"" DE 20 CM","pza","1,29","5","","","4/5/2026 12:00:00 a. m.","False"
"COC059","05","TUBO DE CONCRETO J.M. D = 0,70 M (27"") C","m","352,65","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC060","05","CILINDRO CONCRETO B.V. TIPO A D=1.2M 48""","pza","164,39","2","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC061","05","JUNTA WATER STOP PVC 15 CM CON BULBOS 8""","m","16,5","5","TECNOCONCRET C.A. CARACAS","","4/5/2026 12:00:00 a. m.","False"
"COC062","05","BLOQUE DE CONCRETO LIVIANO 15X20X40 ALIV","pza","1,08","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"COC063","05","JUNTA WATER STOP PVC 15 CM CON BULBOS 4""","m","7,69","5","TECNOCONCRET C.A. CARACAS","","4/5/2026 12:00:00 a. m.","False"
"COC064","05","BLOQUE DE CONCRETO PERSIANA 15 CM VENTIL","pza","2,18","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"COC065","05","BLOQUE DE CONCRETO VENTILACION ESTRELLA ","pza","1,5","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"COC066","05","BLOQUE DE CONCRETO VENTILACION 15X20X20","pza","1,4","5","","","4/5/2026 12:00:00 a. m.","False"
"COC067","05","POSTE D/CONCRETO PARA DEFENSAS, L= 1.44 ","pza","20,91","2","","","4/5/2026 12:00:00 a. m.","False"
"COC068","05","BLOQUE DE CONCRETO 2 HUECOS E=15 CM","pza","1,4","5","","","4/5/2026 12:00:00 a. m.","False"
"COC069","05","BLOQUE DE CONCRETO ORNAMENTAL 8 HUECOS E","pza","1,61","5","","","4/5/2026 12:00:00 a. m.","False"
"COC070","05","BLOQUE DE CONCRETO PLATABANDA PIÑATA ALI","pza","1,4","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"COC071","05","BLOQUE PLATABANDA PIÑATA ALIG CONCRETO D","pza","1,34","5","","","4/5/2026 12:00:00 a. m.","False"
"COC072","05","BLOQUE PLATABANDA PIÑATA ALIG CONCRETO D","pza","1,5","5","","","4/5/2026 12:00:00 a. m.","False"
"COC073","05","BLOQUE PLATABANDA PIÑATA ALIG CONCRETO D","pza","1,86","5","","","4/5/2026 12:00:00 a. m.","False"
"COC074","05","BLOQUE PLATABANDA PIÑATA ALIG.CONCRETO E","pza","1,75","5","","","4/5/2026 12:00:00 a. m.","False"
"COC075","05","BLOQUE PLATABANDA PIÑATA ALIG.CONCRETO E","pza","1,97","5","","","4/5/2026 12:00:00 a. m.","False"
"COC076","00","TAPONEO PROVISIONAL DE TUBERIA Y TRATAMI","und","66,14","0","","","4/5/2026 12:00:00 a. m.","False"
"COC077","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","257,2","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC078","00","PRUEBA TUBERIA A PRESION HASTA 2""","pba","11,02","0","","","4/5/2026 12:00:00 a. m.","False"
"COC079","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","441,53","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC080","00","TUBO ASBESTO CEMENTO ET L=4 M D=100MM P=","m","4,97","2","","","4/5/2026 12:00:00 a. m.","False"
"COC081","00","TUBO ASBESTO CEMENTO ET L=4 M D=150 MM P","m","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"COC082","00","TUBO ASBESTO CEMENTO LT L=4 M D=200 MM P","m","6,07","2","","","4/5/2026 12:00:00 a. m.","False"
"COC083","05","CODO TUBO DE CONCRETO 45º, D= 15 CM (6"")","pza","8,81","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC084","05","CORTE DE YEE TUBO DE CONCRETO A 45º D= 6","pza","8,81","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC085","05","TUBO DE CONCRETO J.M. D = 2,10 M (84"") C","m","2216,65","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC086","05","BLOQUE DE CONCRETO ALIGERA. PLATABANDA 2","pza","1,5","5","","","4/5/2026 12:00:00 a. m.","False"
"COC087","05","LOSETA DE CONCRETO PREFABRICADA","m2","8,81","5","","","4/5/2026 12:00:00 a. m.","False"
"COC088","05","DEFENSA CONCRETO TIPO A ISLA CENTRAL","m","30,85","0","CONCRETERA LOCK JOINT, C.A - COLOCA","","4/5/2026 12:00:00 a. m.","False"
"COC089","05","BLOQUE DE CONCRETO LOCK JOINT O SIM E=15","pza","1,29","5","CONCRETERA LOCK JOINT, C.A - COLOCA","","4/5/2026 12:00:00 a. m.","False"
"COC090","05","BLOQUE DE CONCRETO A1 PARED CARGA LOCK J","pza","1,97","5","CONCRETERA LOCK JOINT, C.A - COLOCA","","4/5/2026 12:00:00 a. m.","False"
"COC091","05","BLOQUE DE CONCRETO A1 VIGA CORONA LOCK J","pza","2,18","5","","","4/5/2026 12:00:00 a. m.","False"
"COC092","05","BLOQUE DE CONCRETO A1 ESQUINA LOCK JOINT","pza","2,07","5","CONCRETERA LOCK JOINT, C.A - COLOCA","","4/5/2026 12:00:00 a. m.","False"
"COC093","05","BLOQUE DE CONCRETO A1 P/COLUMNA LOCK JOI","pza","0,53","5","CONCRETERA LOCK JOINT, C.A - COLOCA","","4/5/2026 12:00:00 a. m.","False"
"COC094","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","441,53","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC095","05","TUBO DE CONCRETO J.M. D = 0,70 M (27"") C","m","209,36","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC096","05","INSTALACIONES PROVISIONALES PREFABRICADA","m2","484,88","0","","","4/5/2026 12:00:00 a. m.","False"
"COC097","05","TUBO DE CONCRETO J.M. D = 0,45 M (18"") C","m","132,23","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC098","05","MORTERO BASE P/PISOS GRANITO COLOR GRIS ","m2","88,17","5","","","4/5/2026 12:00:00 a. m.","False"
"COC099","05","MORTERO BASE EN PISOS GRANITO COLOR OSCU","m2","99,2","5","","","4/5/2026 12:00:00 a. m.","False"
"COC100","05","MORTERO BASE ACABADO PISOS","m2","26,45","2","","","4/5/2026 12:00:00 a. m.","False"
"COC101","05","MORTERO CEMENTO-ARENA BASE PARA PISOS","m2","24,26","2","","","4/5/2026 12:00:00 a. m.","False"
"COC102","05","BLOQUE DE CONCRETO LIVIANO 12X20X40 ALIV","pza","1,29","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"COC103","05","BLOQUE DE CONCRETO OBRA LIMPIA 10 CM PAR","pza","1,5","5","CONCRETERA GRAN SASSO (BLOQUES)","","4/5/2026 12:00:00 a. m.","False"
"COC104","05","BLOQUE DE CONCRETO OBRA LIMPIA 15 CM","pza","1,86","5","CONCRETERA GRAN SASSO (BLOQUES)","","4/5/2026 12:00:00 a. m.","False"
"COC105","05","BLOQUE DE CONCRETO OBRA LIMPIA 20 CM","pza","1,86","5","CONCRETERA GRAN SASSO (BLOQUES)","","4/5/2026 12:00:00 a. m.","False"
"COC106","05","TUBO DE CONCRETO J.M. D = 0,70 M (27"") C","m","319,57","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC107","05","TUBO DE CONCRETO J.M. D = 0,25 M (10"") C","m","27,55","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC108","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","170,8","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC109","05","TUBO DE CONCRETO J.M. D = 0,90 M (36"") C","m","341,61","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC110","05","TUBO DE CONCRETO J.M. D = 0,90 M (36"") C","m","374,69","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC111","05","TUBO CONCRETO MC J.M. D = 0,15 M (6"") C-","m","16,5","5","","","4/5/2026 12:00:00 a. m.","False"
"COC112","05","TUBO CONCRETO MC J.M. D = 0,15 M (6"") C-","m","15,4","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC113","05","TUBO CONCRETO MC J.M. D = 0,20 M (8"") C-","m","17,64","5","","","4/5/2026 12:00:00 a. m.","False"
"COC114","05","TUBO DE CONCRETO J.M. D = 0,25 M (10"") C","m","28,62","5","","","4/5/2026 12:00:00 a. m.","False"
"COC115","05","TUBO DE CONCRETO J.M. D = 0,30 M (12"") C","m","54,02","5","","","4/5/2026 12:00:00 a. m.","False"
"COC116","05","TUBO DE CONCRETO J.M. D = 0,30 M (12"") C","m","59,33","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC117","05","TUBO DE CONCRETO J.M. D = 0,30 M (12"") C","m","60,85","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC118","05","TUBO DE CONCRETO J.M. D = 0,38 M (15"") C","m","104,68","5","","","4/5/2026 12:00:00 a. m.","False"
"COC119","05","TUBO DE CONCRETO J.M. D = 0,38 M (15"") C","m","88,17","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC120","05","TUBO DE CONCRETO J.M. D = 0,38 M (15"") C","m","104,68","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC121","05","TUBO DE CONCRETO J.M. D = 0,45 M (18"") C","m","125,62","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC122","05","TUBO DE CONCRETO J.M. D = 0,45 M (18"") C","m","132,23","5","","","4/5/2026 12:00:00 a. m.","False"
"COC123","05","TUBO DE CONCRETO J.M. D = 0,45 M (18"") C","m","125,62","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC124","05","TUBO DE CONCRETO J.M. D = 0,50 M (21"") C","m","176,32","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC125","05","TUBO DE CONCRETO J.M. D = 0,50 M (21"") C","m","110,19","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC126","05","TUBO DE CONCRETO J.M. D = 0,50 M (21"") C","m","123,41","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC127","05","TUBO DE CONCRETO J.M. D = 0,50 M (21"") C","m","127,82","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC128","05","TUBO DE CONCRETO J.M. D = 0,50 M (21"") C","m","274,63","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC129","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","154,33","5","","","4/5/2026 12:00:00 a. m.","False"
"COC130","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","132,23","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC131","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","132,23","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC132","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","176,32","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC133","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","209,96","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC134","05","TUBO DE CONCRETO J.M. D = 0,60 M (24"") C","m","275,51","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC135","05","TUBO DE CONCRETO J.M. D = 0,70 M (27"") C","m","154,29","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC136","05","TUBO DE CONCRETO J.M. D = 0,70 M (27"") C","m","181,83","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC137","05","TUBO DE CONCRETO J.M. D = 0,70 M (27"") C","m","220,4","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC138","05","TUBO DE CONCRETO J.M. D = 0,70 M (27"") C","m","319,57","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC139","05","TUBO DE CONCRETO J.M. D = 0,75 M (30"") C","m","242,42","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC140","05","TUBO DE CONCRETO J.M. D = 0,75 M (30"") C","m","209,36","5","TUBO CONCRETO S., C.A. -EDO BOLIVAR","","4/5/2026 12:00:00 a. m.","False"
"COC141","05","TUBO DE CONCRETO J.M. D = 0,75 M (30"") C","m","402","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC142","05","TUBO DE CONCRETO J.M. D = 0,75 M (30"") C","m","540,16","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC143","05","TUBO DE CONCRETO J.M. D = 0,80 M (33"") C","m","342,66","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC144","05","TUBO DE CONCRETO J.M. D = 0,80 M (33"") C","m","357,61","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC145","05","TUBO DE CONCRETO J.M. D = 0,80 M (33"") C","m","454,45","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC146","05","TUBO DE CONCRETO J.M. D = 0,80 M (33"") C","m","566,18","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC147","05","TUBO DE CONCRETO J.M. D = 0,90 M (36"") C","m","360,36","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC148","05","TUBO DE CONCRETO J.M. D = 0,90 M (36"") C","m","606,09","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC149","05","TUBO DE CONCRETO J.M. D = 1,05 M (42"") C","m","418,76","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC150","05","TUBO DE CONCRETO J.M. D = 1,05 M (42"") C","m","495,91","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC151","05","TUBO DE CONCRETO J.M. D = 1,05 M (42"") C","m","440,79","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC152","05","TUBO DE CONCRETO J.M. D = 1,05 M (42"") C","m","775,82","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC153","05","TUBO DE CONCRETO J.M. D = 1,20 M (48"") C","m","440,79","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC154","05","TUBO DE CONCRETO J.M. D = 1,20 M (48"") C","m","771,4","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC155","05","TUBO DE CONCRETO J.M. D = 1,20 M (48"") C","m","1087,68","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC156","05","TUBO DE CONCRETO J.M. D = 1,20 M (48"") C","m","1212,18","5","CONCRETERA CARACAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC157","05","TUBO DE CONCRETO J.M. D = 1,35 M (54"") C","m","1102","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC158","05","TUBO DE CONCRETO J.M. D = 1,35 M (54"") C","m","1013,85","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC159","05","TUBO DE CONCRETO J.M. D = 1,35 M (54"") C","m","1300,36","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC160","05","TUBO DE CONCRETO J.M. D = 1,35 M (54"") C","m","1652,99","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC161","05","TUBO DE CONCRETO J.M. D = 1,50 M (60"") C","m","1229,73","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC162","05","TUBO DE CONCRETO J.M. D = 1,50 M (60"") C","m","1399,32","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
"COC163","05","TUBO DE CONCRETO J.M. D = 1,50 M (60"") C","m","1441,75","5","CONCRETERA SANTA RITA C.A.","","4/5/2026 12:00:00 a. m.","False"
