"CodPar","CodIns","CanIns","Contad"
"B05016","24-226","0,25","4489"
"B05017","1-1.1","2","4490"
"B05017","1-1.2","1","4491"
"B05017","19-2.2","2","4492"
"B05017","24-226","0,25","4493"
"B05018","1-1.1","2","4494"
"B05018","1-1.2","1","4495"
"B05018","19-2.2","2","4496"
"B05018","25-227","0,25","4497"
"B05019","1-1.1","1","4498"
"B05019","1-1.2","1","4499"
"B05019","19-2.2","1","4500"
"B05019","25-227","0,25","4501"
"B05020","1-1.1","1","4502"
"B05020","1-1.2","1","4503"
"B05020","19-2.2","1","4504"
"B05020","24-226","0,25","4505"
"B05021","1-1.1","1","4506"
"B05021","19-2.2","1","4507"
"B05021","24-226","0,25","4508"
"B06001","1-1.1","1","4509"
"B06001","1-1.2","1","4510"
"B06001","25-227","0,25","4511"
"B06002","1-1.1","1","4512"
"B06002","1-1.2","1","4513"
"B06002","25-227","0,25","4514"
"B06003","1-1.2","1","4515"
"B06003","19-2.2","1","4516"
"B06003","25-227","0,25","4517"
"B06004","1-1.1","2","4518"
"B06004","1-1.2","2","4519"
"B06004","19-2.2","1","4520"
"B06004","25-227","1","4521"
"B06004","8-3.5","0,25","4522"
"B06005","1-1.1","2","4523"
"B06005","1-1.2","2","4524"
"B06005","19-2.2","1","4525"
"B06005","25-227","1","4526"
"B06006","1-1.1","1","4527"
"B06006","1-1.2","2","4528"
"B06006","19-2.2","1","4529"
"B06006","25-227","0,5","4530"
"B06007","1-1.1","1","4531"
"B06007","1-1.2","1","4532"
"B06007","25-227","0,25","4533"
"B06008","1-1.1","4","4534"
"B06008","25-227","1","4535"
"B06009","1-1.2","2","4536"
"B06009","19-2.2","1","4537"
"B06009","19-2.5","2","4538"
"B06009","25-227","1","4539"
"B06010","1-1.2","2","4540"
"B06010","19-7.5","2","4541"
"B06010","25-227","1","4542"
"B06011","1-1.2","1","4543"
"B06011","19-2.2","1","4544"
"B06011","25-227","0,25","4545"
"B06012","11-220","1","4546"
"B06012","19-221","1","4547"
"B06012","25-227","0,25","4548"
"B06013","1-1.2","1","4549"
"B06013","11-2.1","2","4550"
"B06013","24-2.3","1","4551"
"B06014","1-1.2","1","4552"
"B06014","19-2.2","1","4553"
"B06014","25-227","0,25","4554"
"B06015","1-1.1","2","4555"
"B06015","1-1.2","3","4556"
"B06015","19-2.2","2","4557"
"B06015","25-227","0,5","4558"
"B06015","8-3.5","0,25","4559"
"B06016","1-1.1","1","4560"
"B06016","1-1.2","1","4561"
"B06016","25-227","1","4562"
"B06017","1-1.1","1","4563"
"B06017","1-1.2","1","4564"
"B06017","25-227","1","4565"
"B06018","1-1.1","3","4566"
"B06018","1-1.2","1","4567"
"B06018","19-2.2","1","4568"
"B06018","25-227","1","4569"
"B06019","1-1.1","1","4570"
"B06019","1-1.2","1","4571"
"B06019","19-2.2","1","4572"
"B06019","25-227","0,25","4573"
"B06020","1-1.1","2","4574"
"B06020","1-1.2","1","4575"
"B06020","19-2.2","1","4576"
"B06020","24-226","0,25","4577"
"B06020","PQV045","0,5","4578"
"B06021","1-1.2","2","4579"
"B06021","11-2.1","1","4580"
"B06021","19-2.2","1","4581"
"B06021","25-227","0,25","4582"
"B06022","1-1.2","2","4583"
"B06022","11-2.1","1","4584"
"B06022","19-2.2","1","4585"
"B06022","25-227","0,5","4586"
"B06022","8-3.5","0,5","4587"
"B06023","1-1.2","1","4588"
"B06023","11-2.1","1","4589"
"B06023","24-2.3","0,5","4590"
"B06024","1-1.1","1","4591"
"B06024","1-1.2","2","4592"
"B06024","11-211","1","4593"
"B06024","19-2.2","1","4594"
"B06024","25-227","0,25","4595"
"B06025","1-1.1","1","4596"
"B06025","1-1.2","1","4597"
"B06025","11-211","1","4598"
"B06025","19-2.2","1","4599"
"B06025","25-227","0,25","4600"
"B06026","1-1.1","1","4601"
"B06026","1-1.2","1","4602"
"B06026","11-220","1","4603"
"B06026","19-2.2","2","4604"
"B06026","25-227","0,25","4605"
"B06027","1-1.2","2","4606"
"B06027","11-2.1","1","4607"
"B06027","19-2.2","1","4608"
"B06027","25-227","0,25","4609"
"B06028","1-1.2","2","4610"
"B06028","19-7.5","2","4611"
"B06028","25-227","0,5","4612"
"B06028","8-3.5","0,5","4613"
"B06029","1-1.2","1","4614"
"B06029","19-7.5","1","4615"
"B06029","25-227","0,25","4616"
"B06029","7-3.4","0,25","4617"
"B06030","1-1.2","1","4618"
"B06030","19-2.2","1","4619"
"B06030","25-227","0,25","4620"
"B06031","1-1.2","2","4621"
"B06031","19-2.2","1","4622"
"B06031","25-227","0,5","4623"
"B06032","1-1.2","1","4624"
"B06032","19-2.2","1","4625"
"B06032","25-227","1","4626"
"B06033","1-1.1","1","4627"
"B06033","1-1.2","1","4628"
"B06033","24-226","0,25","4629"
"B06034","1-1.2","2","4630"
"B06034","19-2.2","1","4631"
"B06034","19-7.5","2","4632"
"B06034","25-227","0,5","4633"
"B06035","1-1.2","2","4634"
"B06035","19-2.2","1","4635"
"B06035","25-227","0,5","4636"
"B06036","1-1.2","2","4637"
"B06036","19-2.2","1","4638"
"B06036","25-227","0,25","4639"
"B06037","1-1.2","2","4640"
"B06037","19-2.2","1","4641"
"B06037","25-227","0,5","4642"
"B06038","1-1.2","2","4643"
"B06038","19-2.2","1","4644"
"B06038","25-227","0,5","4645"
"B06038","7-3.4","0,25","4646"
"B06039","1-1.1","1","4647"
"B06039","1-1.2","1","4648"
"B06039","19-2.2","1","4649"
"B06039","25-227","0,5","4650"
"B06040","1-1.1","1","4651"
"B06040","1-1.2","1","4652"
"B06040","19-2.2","1","4653"
"B06040","25-227","1","4654"
"B06040","4-3.3","1","4655"
"B06041","1-1.2","2","4656"
"B06041","19-2.2","1","4657"
"B06041","25-227","0,25","4658"
"B07001","1-1.2","2","4659"
"B07001","19-2.2","1","4660"
"B07001","19-2.5","1","4661"
"B07001","19-7.3","1","4662"
"B07001","25-227","1","4663"
"B07002","1-1.1","2","4664"
"B07002","19-2.5","1","4665"
"B07002","22-2.6","0,5","4666"
"B07003","1-1.2","2","4667"
"B07003","19-2.5","1","4668"
"B07003","24-2.7","1","4669"
"B07004","1-1.1","4","4670"
"B07004","22-2.6","1","4671"
"B07005","1-1.2","2","4672"
"B07005","11-2.4","1","4673"
"B07005","19-2.5","1","4674"
"B07005","24-2.7","1","4675"
"B07005","8-3.5","0,5","4676"
"B07006","1-1.2","1","4677"
"B07006","11-2.4","1","4678"
"B07006","24-2.7","0,25","4679"
"B07007","1-1.2","2","4680"
"B07007","19-2.5","1","4681"
"B07007","24-2.7","1","4682"
"B07008","1-1.2","1","4683"
"B07008","19-2.5","1","4684"
"B07008","22-2.6","0,25","4685"
"B07009","1-1.1","2","4686"
"B07009","19-2.5","1","4687"
"B07009","24-2.7","1","4688"
"B07010","1-1.2","2","4689"
"B07010","19-2.5","1","4690"
"B07010","24-2.7","1","4691"
"B07011","1-1.2","2","4692"
"B07011","19-2.5","1","4693"
"B07011","24-2.7","1","4694"
"B07012","1-1.2","2","4695"
"B07012","19-2.5","1","4696"
"B07012","24-2.7","1","4697"
"B07013","1-1.2","1","4698"
"B07013","19-2.5","1","4699"
"B07013","24-2.7","1","4700"
"B07014","1-1.1","2","4701"
"B07014","1-1.2","1","4702"
"B07014","19-2.5","1","4703"
"B07014","22-2.6","0,25","4704"
"B07014","7-3.4","0,25","4705"
"B07015","1-1.2","1","4706"
"B07015","19-2.5","1","4707"
"B07015","24-2.7","1","4708"
"B07016","1-1.2","2","4709"
"B07016","19-2.5","1","4710"
"B07016","24-2.7","1","4711"
"B07017","11-2.4","1","4712"
"B07017","19-2.5","1","4713"
"B07017","24-2.7","0,5","4714"
"B07018","1-1.2","2","4715"
"B07018","19-2.2","1","4716"
"B07018","19-2.5","2","4717"
"B07018","19-7.3","1","4718"
"B07018","25-227","1","4719"
"B07018","8-3.5","0,5","4720"
"B07019","1-1.2","2","4721"
"B07019","19-2.2","1","4722"
"B07019","19-2.5","2","4723"
"B07019","19-7.3","1","4724"
"B07019","25-227","1","4725"
"B07020","1-1.2","2","4726"
"B07020","19-2.5","1","4727"
"B07020","24-2.7","1","4728"
"B07021","1-1.2","2","4729"
"B07021","19-2.5","1","4730"
"B07021","24-2.7","1","4731"
"B07022","1-1.2","1","4732"
"B07022","11-2.1","1","4733"
"B07022","25-227","1","4734"
"B07023","1-1.1","2","4735"
"B07023","19-2.5","1","4736"
"B07023","24-2.7","1","4737"
"B07024","1-1.1","2","4738"
"B07024","1-1.2","1","4739"
"B07024","19-2.5","1","4740"
"B07024","24-2.7","1","4741"
"B07025","1-1.2","1","4742"
"B07025","19-2.5","1","4743"
"B07025","24-2.7","1","4744"
"B07026","1-1.2","2","4745"
"B07026","19-2.5","1","4746"
"B07026","24-2.7","1","4747"
"B07027","1-1.2","2","4748"
"B07027","19-212","1","4749"
"B07027","24-213","0,25","4750"
"B07027","8-3.5","0,25","4751"
"B07028","1-1.2","2","4752"
"B07028","11-2.4","1","4753"
"B07028","19-2.5","1","4754"
"B07028","24-2.7","1","4755"
"B07029","1-1.1","2","4756"
"B07029","1-1.2","1","4757"
"B07029","19-2.5","1","4758"
"B07029","22-2.6","1","4759"
"B07030","1-1.2","2","4760"
"B07030","19-2.5","1","4761"
"B07030","24-2.7","1","4762"
"B07030","8-3.5","0,5","4763"
"B07031","1-1.2","2","4764"
"B07031","19-2.5","1","4765"
"B07031","24-2.7","0,25","4766"
"B07032","1-1.2","2","4767"
"B07032","19-2.5","1","4768"
"B07032","24-2.7","1","4769"
"B07033","1-1.2","2","4770"
"B07033","11-2.4","1","4771"
"B07033","19-2.5","1","4772"
"B07033","24-2.7","1","4773"
"B07034","1-1.2","2","4774"
"B07034","19-2.5","1","4775"
"B07034","24-2.7","1","4776"
"B07035","1-1.2","2","4777"
"B07035","19-2.5","1","4778"
"B07035","24-2.7","1","4779"
"B07036","1-1.2","2","4780"
"B07036","19-2.5","1","4781"
"B07036","24-2.7","1","4782"
"B07037","1-1.2","2","4783"
"B07037","19-2.5","1","4784"
"B07037","24-2.7","1","4785"
"B07038","1-1.2","3","4786"
"B07038","19-2.5","1","4787"
"B07038","24-2.7","1","4788"
"B07039","1-1.2","2","4789"
"B07039","19-2.5","1","4790"
"B07039","24-2.7","1","4791"
"B07040","1-1.2","1","4792"
"B07040","19-2.5","1","4793"
"B07040","24-2.7","1","4794"
"B07041","1-1.2","2","4795"
"B07041","19-2.5","2","4796"
"B07041","24-2.7","1","4797"
"B07042","1-1.2","2","4798"
"B07042","19-2.5","1","4799"
"B07042","25-227","1","4800"
"B07043","1-1.2","1","4801"
"B07043","19-2.5","1","4802"
"B07043","24-2.7","0,25","4803"
"B07044","1-1.2","1","4804"
"B07044","19-2.5","1","4805"
"B07044","24-2.7","0,25","4806"
"B07045","1-1.2","1","4807"
"B07045","19-2.5","1","4808"
"B07045","24-2.7","1","4809"
"B07046","1-1.2","2","4810"
"B07046","19-2.5","1","4811"
"B07046","24-2.7","0,25","4812"
"B07047","1-1.2","2","4813"
"B07047","11-2.4","1","4814"
"B07047","19-2.5","1","4815"
"B07047","24-2.7","1","4816"
"B07047","8-3.5","0,25","4817"
"B07048","1-1.2","1","4818"
"B07048","19-2.5","1","4819"
"B07048","24-2.7","1","4820"
"B07048","8-3.5","0,25","4821"
"B07049","1-1.2","2","4822"
"B07049","11-2.4","1","4823"
"B07049","19-2.5","1","4824"
"B07049","24-2.7","0,5","4825"
"B07050","1-1.2","1","4826"
"B07050","19-2.5","1","4827"
"B07050","22-2.6","0,25","4828"
"B07051","1-1.2","1","4829"
"B07051","11-2.4","1","4830"
"B07051","19-2.5","1","4831"
"B07051","22-2.6","0,5","4832"
"B07052","1-1.1","1","4833"
"B07052","1-1.2","1","4834"
"B07052","19-2.5","1","4835"
"B07052","25-227","0,5","4836"
"B07053","11-2.4","1","4837"
"B07053","19-2.5","1","4838"
"B07053","25-227","0,5","4839"
"B07054","1-1.2","2","4840"
"B07054","19-2.5","1","4841"
"B07054","25-227","0,25","4842"
"B07055","1-1.2","2","4843"
"B07055","19-2.5","1","4844"
"B07055","25-227","0,25","4845"
"B07056","1-1.2","1","4846"
"B07056","19-2.5","1","4847"
"B07056","25-227","0,25","4848"
"B07057","1-1.2","2","4849"
"B07057","19-2.5","1","4850"
"B07057","24-2.7","1","4851"
"B07058","1-1.2","1","4852"
"B07058","19-2.5","1","4853"
"B07058","25-227","0,5","4854"
"B07059","11-2.4","1","4855"
"B07059","19-2.5","1","4856"
"B07059","25-227","0,5","4857"
"B07059","4-3.3","0,2","4858"
"B07060","11-2.4","1","4859"
"B07060","19-2.5","1","4860"
"B07060","25-227","0,5","4861"
"B07061","11-2.4","1","4862"
"B07061","25-227","1","4863"
"B07062","19-2.5","1","4864"
"B07062","19-221","1","4865"
"B07062","22-2.6","1","4866"
"B07062","4-3.3","1","4867"
"B07063","1-1.2","0,5","4868"
"B07063","19-2.2","1","4869"
"B07063","24-226","0,2","4870"
"B07064","1-1.2","2","4871"
"B07064","19-2.5","1","4872"
"B07064","24-2.7","1","4873"
"B07065","1-1.1","3","4874"
"B07065","11-2.4","1","4875"
"B07065","22-2.6","0,5","4876"
"B08001","1-1.2","1","4877"
"B08001","19-2.5","1","4878"
"B08001","24-2.7","1","4879"
"B08002","1-1.2","1","4880"
"B08002","24-226","1","4881"
"B08003","1-1.2","1","4882"
"B08003","24-226","1","4883"
"B08004","1-1.2","1","4884"
"B08004","24-226","1","4885"
"B08005","1-1.2","1","4886"
"B08005","19-2.5","1","4887"
"B08005","24-2.7","0,25","4888"
"B08006","1-1.1","1","4889"
"B08006","1-1.2","2","4890"
"B08006","19-2.5","1","4891"
"B08006","25-227","1","4892"
"B08007","1-1.2","1","4893"
"B08007","24-2.7","1","4894"
"B08008","1-1.2","1","4895"
"B08008","24-2.7","1","4896"
"B08009","1-1.2","1","4897"
"B08009","19-2.5","1","4898"
"B08009","24-2.7","1","4899"
"B08010","1-1.2","1","4900"
"B08010","19-2.5","1","4901"
"B08010","24-2.7","1","4902"
"B08011","1-1.2","1","4903"
"B08011","19-2.5","1","4904"
"B08011","24-2.7","0,25","4905"
"B08012","1-1.2","1","4906"
"B08012","19-2.5","1","4907"
"B08012","19-215","1","4908"
"B08012","24-2.7","1","4909"
"B08013","1-1.2","1","4910"
"B08013","19-2.5","1","4911"
"B08013","24-2.7","0,25","4912"
"B08014","1-1.2","1","4913"
"B08014","19-2.5","1","4914"
"B08014","24-2.7","1","4915"
"B08015","1-1.2","1","4916"
"B08015","19-2.5","1","4917"
"B08015","24-2.7","0,25","4918"
"B08016","1-1.2","1","4919"
"B08016","19-2.5","1","4920"
"B08016","24-2.7","0,25","4921"
"B08017","1-1.2","1","4922"
"B08017","19-2.5","1","4923"
"B08017","24-226","0,25","4924"
"B08018","1-1.2","1","4925"
"B08018","19-2.5","1","4926"
"B08018","24-226","0,25","4927"
"B08019","11-2.4","1","4928"
"B08019","25-227","0,5","4929"
"B08020","1-1.2","1","4930"
"B08020","19-2.5","1","4931"
"B08020","24-226","0,25","4932"
"B09001","1-1.2","2","4933"
"B09001","11-7.2","1","4934"
"B09001","19-7.5","2","4935"
"B09001","25-227","0,25","4936"
"B09001","7-3.4","1","4937"
"B09002","1-1.1","1","4938"
"B09002","1-1.2","2","4939"
"B09002","11-214","1","4940"
"B09002","19-2.2","1","4941"
"B09002","19-215","1","4942"
"B09002","24-216","1","4943"
"B09002","24-226","1","4944"
"B09002","8-3.5","0,5","4945"
"B09003","1-1.2","2","4946"
"B09003","11-7.2","1","4947"
"B09003","19-7.5","2","4948"
"B09003","25-227","1","4949"
"B09004","1-1.2","1","4950"
"B09004","19-7.5","1","4951"
"B09004","25-227","0,25","4952"
"B09005","1-1.2","2","4953"
"B09005","11-7.2","1","4954"
"B09005","19-7.5","2","4955"
"B09005","25-227","1","4956"
"B09006","1-1.2","2","4957"
"B09006","19-7.5","2","4958"
"B09006","25-227","1","4959"
"B09007","1-1.1","2","4960"
"B09007","1-1.2","1","4961"
"B09007","19-2.2","1","4962"
"B09007","25-227","0,5","4963"
"B09008","1-1.1","1","4964"
"B09008","1-1.2","1","4965"
"B09008","11-1.3","1","4966"
"B09008","25-227","0,25","4967"
"B09009","1-1.2","1","4968"
"B09009","19-2.5","1","4969"
"B09009","24-2.7","1","4970"
"B09010","1-1.1","2","4971"
"B09010","1-1.2","2","4972"
"B09010","25-227","1","4973"
"B09011","1-1.1","1","4974"
"B09011","1-1.2","2","4975"
"B09011","25-227","0,5","4976"
"B09012","1-1.1","1","4977"
"B09012","1-1.2","2","4978"
"B09012","25-227","0,25","4979"
"B09013","1-1.1","1","4980"
"B09013","1-1.2","1","4981"
"B09013","25-227","0,25","4982"
"B09014","1-1.2","2","4983"
"B09014","11-7.2","1","4984"
"B09014","19-7.5","2","4985"
"B09014","25-227","1","4986"
"B09015","1-1.2","2","4987"
"B09015","11-7.2","1","4988"
"B09015","19-7.5","2","4989"
"B09015","25-227","1","4990"
"B09016","1-1.1","2","4991"
"B09016","1-1.2","2","4992"
"B09016","19-7.5","2","4993"
"B09016","25-227","1","4994"
"B09017","1-1.1","2","4995"
"B09017","1-1.2","2","4996"
"B09017","19-7.5","2","4997"
"B09017","25-227","1","4998"
"B09017","8-3.5","1","4999"
"B09018","1-1.1","2","5000"
"B09018","1-1.2","2","5001"
"B09018","19-7.5","2","5002"
"B09018","25-227","1","5003"
"B09018","8-3.5","1","5004"
"B09019","1-1.1","2","5005"
"B09019","1-1.2","2","5006"
"B09019","19-7.5","2","5007"
"B09019","25-227","1","5008"
"B09019","8-3.5","0,5","5009"
"B09020","1-1.1","1","5010"
"B09020","1-1.2","2","5011"
"B09020","25-227","0,25","5012"
"B09021","1-1.2","1","5013"
"B09021","19-7.5","1","5014"
"B09021","25-227","1","5015"
"B09022","1-1.2","1","5016"
"B09022","19-7.5","1","5017"
"B09022","25-227","0,25","5018"
"B09023","1-1.1","2","5019"
"B09023","1-1.2","1","5020"
"B09023","19-2.2","1","5021"
"B09023","25-227","0,25","5022"
"B09024","1-1.1","2","5023"
"B09024","1-1.2","1","5024"
"B09024","19-2.2","0,5","5025"
"B09024","25-227","0,25","5026"
"B09025","1-1.2","1","5027"
"B09025","19-7.5","1","5028"
"B09025","25-227","1","5029"
"B09026","1-1.1","1","5030"
"B09026","1-1.2","2","5031"
"B09026","25-227","0,25","5032"
"B09027","1-1.1","1","5033"
"B09027","1-1.2","2","5034"
"B09027","25-227","0,25","5035"
"B09028","1-1.1","2","5036"
"B09028","1-1.2","2","5037"
"B09028","25-227","1","5038"
"B10001","1-1.2","1","5039"
"B10001","11-220","1","5040"
"B10001","19-221","1","5041"
"B10001","24-222","0,25","5042"
"B10002","11-220","1","5043"
"B10002","19-221","1","5044"
"B10002","24-222","0,25","5045"
"B10003","1-1.2","1","5046"
"B10003","19-221","1","5047"
"B10003","24-222","0,25","5048"
"B10004","1-1.2","1","5049"
"B10004","19-221","2","5050"
"B10004","24-222","0,25","5051"
"B10005","1-1.2","2","5052"
"B10005","19-221","2","5053"
"B10005","24-222","0,25","5054"
"B10006","1-1.2","1","5055"
"B10006","19-221","2","5056"
"B10006","24-222","1","5057"
"B10007","1-1.2","2","5058"
"B10007","19-221","2","5059"
"B10007","24-222","0,25","5060"
"B10008","1-1.2","2","5061"
"B10008","19-221","2","5062"
"B10008","24-222","0,25","5063"
"B10009","1-1.2","2","5064"
"B10009","19-221","2","5065"
"B10009","24-222","0,25","5066"
"B10009","7-3.4","0,25","5067"
"B10010","1-1.2","1","5068"
"B10010","19-221","2","5069"
"B10010","24-222","1","5070"
"B10010","8-3.5","0,25","5071"
"B10011","1-1.2","1","5072"
"B10011","19-221","2","5073"
"B10011","24-222","0,25","5074"
"B10012","1-1.2","1","5075"
"B10012","11-220","1","5076"
"B10012","19-221","2","5077"
"B10012","24-222","1","5078"
"B10012","4-3.3","0,25","5079"
"B10013","1-1.2","2","5080"
"B10013","11-220","1","5081"
"B10013","19-221","2","5082"
"B10013","24-222","1","5083"
"B10013","7-3.4","0,5","5084"
"B10014","1-1.2","2","5085"
"B10014","19-221","2","5086"
"B10014","24-222","0,25","5087"
"B10015","1-1.2","2","5088"
"B10015","19-221","1","5089"
"B10015","24-222","1","5090"
"B10016","1-1.2","2","5091"
"B10016","19-221","1","5092"
"B10016","24-222","0,25","5093"
"B10017","1-1.2","2","5094"
"B10017","19-221","2","5095"
"B10017","24-222","0,25","5096"
"B10018","1-1.2","2","5097"
"B10018","19-221","2","5098"
"B10018","24-222","1","5099"
"B10019","1-1.2","2","5100"
"B10019","19-221","2","5101"
"B10019","24-222","1","5102"
"B10020","1-1.2","2","5103"
"B10020","19-221","2","5104"
"B10020","24-222","1","5105"
"B10021","1-1.2","1","5106"
"B10021","19-221","1","5107"
"B10021","24-222","1","5108"
"B10022","1-1.2","1","5109"
"B10022","11-220","1","5110"
"B10022","19-221","1","5111"
"B10022","24-222","0,25","5112"
"B10023","1-1.2","2","5113"
"B10023","19-221","2","5114"
"B10023","24-222","0,25","5115"
"B10023","7-3.4","0,25","5116"
"B10024","11-220","1","5117"
"B10024","19-221","1","5118"
"B10024","24-222","1","5119"
"B10025","1-1.2","2","5120"
"B10025","19-221","2","5121"
"B10025","24-222","0,25","5122"
"B10025","7-3.4","0,25","5123"
"B10026","1-1.2","2","5124"
"B10026","19-221","2","5125"
"B10026","24-222","0,25","5126"
"B11001","1-1.2","2","5127"
"B11001","19-7.5","1","5128"
"B11001","25-227","0,25","5129"
"B11001","4-3.3","0,2","5130"
"B11002","1-1.2","1","5131"
"B11002","19-215","1","5132"
"B11002","24-216","1","5133"
"B11003","1-1.2","1","5134"
"B11003","19-215","1","5135"
"B11003","24-216","1","5136"
"B11004","1-1.2","1","5137"
"B11004","11-214","1","5138"
"B11004","19-215","1","5139"
"B11004","24-216","1","5140"
"B11005","1-1.2","2","5141"
"B11005","11-214","1","5142"
"B11005","19-215","1","5143"
"B11005","24-216","0,25","5144"
"B11006","1-1.2","2","5145"
"B11006","11-214","1","5146"
"B11006","19-215","1","5147"
"B11006","24-216","0,25","5148"
"B11007","1-1.2","2","5149"
"B11007","11-214","1","5150"
"B11007","19-215","1","5151"
"B11007","24-216","0,25","5152"
"B11008","1-1.2","2","5153"
"B11008","11-214","1","5154"
"B11008","19-215","1","5155"
"B11008","24-216","0,5","5156"
"B11009","1-1.2","2","5157"
"B11009","11-214","1","5158"
"B11009","19-215","1","5159"
"B11009","24-216","0,25","5160"
"B11009","8-3.5","0,25","5161"
"B11010","1-1.2","2","5162"
"B11010","11-214","1","5163"
"B11010","19-215","1","5164"
"B11010","24-216","0,25","5165"
"B11010","8-3.5","0,25","5166"
"B11011","1-1.2","1","5167"
"B11011","19-215","1","5168"
"B11011","24-216","1","5169"
"B11012","1-1.1","1","5170"
"B11012","1-1.2","1","5171"
"B11012","11-214","1","5172"
"B11012","24-216","1","5173"
"B11013","1-1.2","1","5174"
"B11013","19-215","1","5175"
"B11013","24-216","1","5176"
"B11014","1-1.2","1","5177"
"B11014","19-215","1","5178"
"B11014","24-216","0,25","5179"
"B11015","1-1.2","1","5180"
"B11015","19-215","1","5181"
"B11015","24-216","0,25","5182"
"B11016","1-1.2","1","5183"
"B11016","19-215","1","5184"
"B11016","24-216","0,25","5185"
"B11017","1-1.2","1","5186"
"B11017","19-215","1","5187"
"B11017","24-216","0,25","5188"
"B11018","1-1.2","1","5189"
"B11018","19-215","1","5190"
"B11018","24-216","1","5191"
"B11019","1-1.2","2","5192"
"B11019","19-215","1","5193"
"B11019","24-216","1","5194"
"B11020","1-1.2","2","5195"
"B11020","19-215","2","5196"
"B11020","24-216","1","5197"
"B11021","1-1.2","1","5198"
"B11021","19-215","1","5199"
"B11021","24-216","1","5200"
"B11022","1-1.2","1","5201"
"B11022","19-215","1","5202"
"B11022","24-216","0,25","5203"
"B11023","1-1.2","2","5204"
"B11023","11-214","1","5205"
"B11023","19-215","1","5206"
"B11023","24-216","0,25","5207"
"B11024","1-1.2","2","5208"
"B11024","19-215","1","5209"
"B11024","24-216","1","5210"
"B11025","1-1.2","2","5211"
"B11025","19-215","1","5212"
"B11025","24-216","0,25","5213"
"B11026","1-1.2","1","5214"
"B11026","11-214","1","5215"
