"CodEqu","CodFam","Descri","CosEqu","CosDia","Deprec","Transp","FecEqu","Dep01","Provee","Man01","Rep01","TipEqu"
"EZ0221","00","EXTRACTOR MECANICO","2466,51","","0,00833","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0222","00","FAJA PARA IZAMIENTO DE 2 TON ","13,21","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0223","00","FLEJADORA/TIRAS/ACERO POLIPROPILENO/POLI","49,5","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0224","00","FLEJADORA/ AMARRE","7,14","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0225","00","FLUJOMETRO TIPO ROTAMETRO DE 10 LPM","83,67","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0226","00","CALIBRADOR MULTIFUNCION FLUKE 744","198,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0227","00","CALIBRADOR/DOCUMENTADOR PROCESOS/ FLUKE ","99,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0228","00","FOTOCOPIAS E IMPRESORAS","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0229","00","FUENTE DE PODER","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0230","00","GANDOLA CON BATEA","715,71","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0231","00","GANDOLA CON PLATAFORMA PARA MOVILIZAR AN","682,68","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0232","00","GANDOLA PLATAFORMA P/MOVILIZ Y DESM DE T","682,68","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0233","00","GENERADOR DE 300KVA","697,14","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0234","00","GENERADOR ELECTRICO","385,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0235","00","GLOBE CORE CMM 4-7/PLANTA DE TRAT ACEITE","495,52","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0236","00","GRASERA MANUAL","37,42","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0237","00","GRUA 140 TON","4404,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0238","00","GRUA 20 TON","385,41","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0239","00","GRUA 55 TON","880,87","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0240","00","GRUA 55 TON","935,93","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0241","00","GRUA CELOSIA SOBRE ORUGAS CAPACIDAD 600 ","72801,68","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0242","00","GRUA DE 350 TON","7597,64","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0243","00","GRUA HIDRAUICA 40 TON","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0244","00","GRUA RIGGI 5 TON ","1816,83","","0,006111","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0245","00","GRUA TELESCOPICA CAP 30 TON","341,34","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0246","00","GRUA TELESCOPICA CAP 75 TON","429,42","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0247","00","GRUA TELESCOPICA CAPACIDAD = 200 TON","3303,33","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0248","00","GRUA TELESCOPICA CAPACIDAD = 45 TON","649,61","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0249","00","GRUA TELESCOPICA CAPACIDAD 60 TON","1596,61","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0250","00","HERRAMIENTAS ANDAMIEROS","29,72","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0251","00","HERRAMIENTAS DE CORTE P/MAQUINADO","26,42","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0252","00","HERRAMIENTAS DE INSPECCION IBR","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0253","00","HERRAMIENTAS DE INSPECCION REFRACTARIO","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0254","00","HERRAMIENTAS DE INTRUMENTACION","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0255","00","HERRAMIENTAS DE LIMPIEZA","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0256","00","HERRAMIENTAS DE MEDICION","13,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0257","00","HERRAMIENTAS DE MONTAJES MECANICOS","126,63","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0258","00","HERRAMIENTAS DE PRECISION","9645,71","","0,00385","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0259","00","HERRAMIENTAS ELECTRICAS","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0260","00","HERRAMIENTAS GENERALES OBRA","115,24","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0261","00","HERRAMIENTAS INSTRUMENTISTA","132,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0262","00","HERRAMIENTAS MENORES P/PETROQUIMICA
","126,63","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0263","00","HERRAMIENTAS MENORES","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0282","00","JUEGO DE BROCHAS PEQUEÑAS (1"" - 2"" -2 1/","9,88","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0283","00","JUEGO DE DADOS CON RATCHET DE 1/2"" ALQ","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0284","00","JUEGO DE LLAVES AJUSTABLES","22,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0285","00","JUEGO DE LLAVES COMBINADAS 14 PZAS","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0286","00","JUEGO DE LLAVES DE PUA","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0287","00","JUEGO DE LLAVES FIJAS COMBINADAS DE 1/4""","88,1","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0288","00","JUEGO DE RATCHET CUADRANTE 3/8""","176,18","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0289","00","JUEGO MANOMETRO PARA R-22 / R-407C","165,19","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0290","00","JUEGO MANOMETRO PARA R-410A","253,28","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0291","00","KIT DE RODILLO/CAMISA Y BANDEJA PARA PIN","13,21","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0292","00","LAPTOP C/SOFTWARE PARA PRUEBAS ELECTRICA","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0293","00","LAPTOP CON SOFTWARE","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0294","00","LAPTOP SONY VAIO MODELO VG170 I5 O SIM","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0295","00","LAVADEROS","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0296","00","LAVAMANO CON TANQUE ","22,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0297","00","LAVAMANOS (CON 08 TOMAS CADA UNO)","8,81","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0298","00","LAVAMANOS DOBLES CON SERVICIO DE LIMPIEZ","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0299","00","LAVAMANOS  ECOLOGICO CON TANQUE","22,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0300","00","LIMPIEZA DE BAÑO MANEJO DE EFLUENTES","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0301","00","LINTERNA LED INDUSTRIAL","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0302","00","LOCAL COMEDOR 10 PUESTO","192,7","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0303","00","LOCAL PARA SERVICIO DE AGUA/HIELO","660,67","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0304","00","LOCAL PREPARACION AGUA/ COMIDA","11,6","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0305","00","LUMINARIAS TIPO EXPLOSION PROOF 12 V ALQ","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0306","00","REMACHADORA","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0307","00","MANDARRIA","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0308","00","MANEJO DE DESECHOS","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0309","00","MANGUERA ROBUSTA DE 1/2"" X 10 MTS","44,03","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0310","00","MANGUERAS MULTIUSO 120 PSI","495,52","","0,00833","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0311","00","MANGUERAS Y CONEXIONES CHICAGO 3/4""","44,03","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0312","00","MANOMETRO CERTIFICADOS","99,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0313","00","MANOMETRO PATRON","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0314","00","EQUIPOS PARA MANTENIMIENTO","165,19","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0315","00","MANTENIMIENTO DE BAÑOS","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0316","00","MAQUINA DE SOLDAR ","660,67","","0,0057","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0317","00","MAQUINA DE SOLDAR CON ACCESORIOS ","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0318","00","MAQUINA RECUPERADORA YELLOW JACKET ","44,03","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0319","00","MARIOTA DE FIBRA DE VIDRIO ","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0320","00","MARQUILLADORA ","22,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0321","00","MARTILLO NEUMATICO ","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0322","00","MATERIAL DE VIDRIO LABORATORIO","1,08","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0323","00","MEDIDOR DE AISLAMIENTO EN EQUIPO ELECTRI","203,7","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0324","00","MEDIDOR DE PELICULA HUMEDA/ESPESOR DE PI","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0325","00","MEDIDOR DE PELICULA SECA ","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0326","00","MEDIDOR DE RESIS. DE CONTACTOS AVO MEGGE","281,75","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0327","00","MEDIDOR DE RESISTENCIA DE DERIVADO","132,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0328","00","MEDIDOR DE TENSION Y CORRIENTE ELECTRICA","19","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0329","00","MEGGER ABB P/MOTORES DE MEDIA TENSION","275,29","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0330","00","MEGGER 10 KV P/MEDIR AISLAMIENTO Y RESIS","1651,67","","0,0053","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0331","00","MEGGER DE 10 KV (ALQUILER)","44,03","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0332","00","MEGGER M2S/INYECTOR MONOF CORRIENTE Y VO","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0333","00","MEDIDOR DE LIQUIDO AISLANTE PORTATIL MEG","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0334","00","MESA METALICA DE TRABAJO","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0335","00","MESAS CUADRADRAS CON MANTEL ","1,61","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0336","00","MESAS RECTANGULARES CON MANTEL ","2,72","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0337","00","MESON CON MALLA ","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0338","00","METALOGRAFICO PORTABLE C/CAMARA DIGITAL ","13,21","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0339","00","MEZCLADOR DE BAJA REVOLUCIONES","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0340","00","MEZCLADORA P/ENCAPSULADO MATERIALES DE D","352,37","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0341","00","MEZCLADORA DE CONCRETO 50LTS ","49,5","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0342","00","MEZCLADORA PLANETARIA ","104,59","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0343","00","MEZCLADORA PLANETARIA 350 LTS ","231,23","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0344","00","MICROSCOPIO ELECTRONICO DE BARRIDO","13,21","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0345","00","MICROSCOPIO ESTEREOSCOPICO/DISECCION","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0346","00","MICROSCOPIO OPTICO METALOGRAFICO OLYMPUS","13,21","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0347","00","MINISHOVEL","236,72","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0348","00","MOBILIARIO","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0349","00","MOBILIARIO TRAILER","2556,79","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0350","00","MOLDE EN T Y PINZA PARA CONEXION EXOTERM","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0351","00","MONITOR DE SERVICIO FRECUENCIA HASTA 100","11011,08","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0352","00","MONITOR INTELIGENTE DE 32"" ALTA RESOLUCI","1211,22","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0353","00","MONTACARGA 4 TON","330,32","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0354","00","MONTACARGA 8 TON","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0355","00","MONTACARGA DE 6 TON","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0356","00","MOVILIZACION ","550,58","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0357","00","MOVILIZACION DE BAÑO","330,32","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0358","00","MOVILIZACION COMEDOR ","165,19","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0359","00","MOVILIZACION DE BAÑO AL LUGAR DE INSTALA","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0360","00","MOVILIZACION DE EQUIPOS DE ENSAYOS ","550,58","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0361","00","MOVILIZACION LAVAMANO ","165,19","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0362","00","MOVILIZACION TRAILER","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0363","00","MOVILIZACION /TRANSP Y CARGA DEL CAMPAME","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0364","00","MICRO-OHMIMETRO MULTI-AMP M400","192,7","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0365","00","MULTIMETRO DIGITAL","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0366","00","NEVERA EJECUTIVA ","297,28","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0367","00","NIVEL TIPO TORPEDO","11,01","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0368","00","OFICINA","29,37","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0369","00","OMICRON CMC356/SISTEMA DE PRUEBAS SECUND","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0370","00","OMICRON CP TD12/15 MED CAPACITANCIA/DISI","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0371","00","OMICRON CPCB2/AMPLIFICADOR CORRIENTE HAS","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0372","00","OMICRON INYECTOR CPC100","803,79","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0373","00","OMICRON PRUEBA SECUN. CMC-356","1005,3","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0374","00","OMICRON SISTEMA DE PRUEBAS PRIMARIO","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0375","00","OMICRON TESTRANO 660 P/PRUEBAS DE TRX AV","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0376","00","OTRAS LICENCIAS P/DIA","4,4","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0377","00","PALPADORES EQUIPO MEDICION UT  DMS2","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0378","00","PANEL DE TONOS PARA REPETIDORA MOTOROLA","550,58","","0,09","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0379","00","PANTOGRAFO","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0380","00","PATRON Y PALPADORES PARA EQUIPO DE UT","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0381","00","PINZA AMPERIMETRICA FLUKE - ALQ.","77,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0382","00","PINZA AMPERIMETRICA FLUKE","1651,67","","0,018","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0383","00","PINZA FLUKE 1000 A-600V (ELECTRICIDAD)","1761,79","","0,002","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0384","00","PISTOLA DE PINTURA","514,18","","0,00379","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0385","00","PISTOLA HIDRAULICA","330,32","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0386","00","PISTOLA NEUMATICA ","44,03","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0387","00","PLANTA ELECTRICA","7509,58","","0,0031","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0388","00","PLANTA ELECTRICA 35 KVA TRIFASICA 220 VO","214,71","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0389","00","PLANTA ELECTRICA DE 37,5 KVA","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0390","00","PLANTA ELECTRICA 8 KVA ","1530,54","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0391","00","PLC DE AUTOMATIZACION PARA ENFRIAMIENTO ","756,47","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0392","00","PLIZADORA / PLEGADORA DE METAL","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0393","00","POLEAS PARA TENDIDO DE CABLE","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0394","00","PONCHADORA DE 1/2"" A 4""","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0395","00","PRENSA HIDRAULICA DE 50 TON","225,74","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0396","00","PRENSA MANUAL 6""","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0397","00","PRENSA TERMINAL HIDRAULICO CON ACCESORIO","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0398","00","PRENSA TERMINAL HIDRAULICA","82,58","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0399","00","PROBADOR DE AUSENCIA DE TENSION ","30,14","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0400","00","PUESTOS DE TRABAJO CON SILLA ","319,31","","0,066","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0401","00","PULIDORA DE BANCO MOTORIZADA P/EVAL. MET","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0402","00","RADIO DE REPOSICION PRO 5150 MOTOROLA","9,88","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0403","00","RADIO PUNTO A PUNTO P/SISTEMA IGNICION F","755,37","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0404","00","RANA/ PLANCHA COMPACTADORA","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0405","00","RASTRILLOS P/REGAR MATERIAL EN TALUDES ","3,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0406","00","REBORDEADORA DE LAMINA ","38,55","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0407","00","RECINTO P/PREPARACION AGUA","24,24","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0408","00","RECINTO PARA ENTREGA DE COMIDAS EMPACADA","15,2","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0409","00","RECINTO PARA PREPARACION DE AGUA","8,81","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0410","00","RECINTO PARA REPARACION DE AGUA ","15,2","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0411","00","RELOJ COMPARADOR DE PRECISION","748,74","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0412","00","REPETIDOR ANALOGICO MOTOROLA BANDA VHF","3795,52","","0,09","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0413","00","RESISTIVIMETRO PARA PRUEBA PUESTA A TIER","82,58","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0414","00","RETROEXCAVADORA CAT","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0415","00","RODILLOS PARA CABLE","4,86","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0416","00","ROLADORA / DOBLADORA DE METALES","38,55","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0417","00","ROSCADORA Y CORTA TUBO MARCA RIGID","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0418","00","SALA TECNICA/ OFICINA","44,03","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0419","00","SEÑORITA DE 10 TONELADAS ","1431,43","","0,025","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0420","00","SERVICIO BAÑO SAB-DOM-FER","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0421","00","SERVICIO DE AGUA LAVAMANO","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0422","00","SERVICIO DE CONEXION DE TRAILER","550,58","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0423","00","SERVICIO DE MANTENIMIENTO EN CAMPO","77,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0424","00","SERVICIO DE SUMINISTRO DE GASOIL","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0425","00","SERVICIO DE TRASLADO ","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0426","00","SET HERRAMIENTAS AISLADORES","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0427","00","SET UP DESCARGA (TOLVAS CICLON-DESCARGA)","1717,73","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0428","00","SET UP SUMINISTRO DE NITROGENO LIQUIDO N","5367,93","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0429","00","SIERRA ZIG-ZAG / VAIVEN","53,98","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0430","00","SIERRACOPA DE DIAMANTE HILTI","441,02","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0431","00","SILLAS P/OFICINA TRAILER","1,08","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0432","00","SIMULADOR DE SEÑAL ANALOGICA 4-20MA","99,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0433","00","SIMULADOR DE TEMPERATURA ","102,94","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0434","00","SISTEMA COMPUTADORAS P/PROVISIONALES","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0435","00","SISTEMA DE VIDEO E INSPECCION (GRABACION","121,69","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0436","00","SISTEMA DE VIDEO E INSPECCION (GRABACION","171,8","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0437","00","SOFTWARE DE ANALISIS","30,26","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0438","00","SOFTWARE MICROSOFT PROJECT P/DIA","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0439","00","SOFTWARE WINDOWS P/DIA/LICENCIA","2,18","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0440","00","SOLDADOR LINCONL SA 250 O SIM ","308,32","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0441","00","SONDA DE INSPECCION ","176,18","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0442","00","SONDA DE INSPECCION ECT","99,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
