"CodPar","CodIns","CanIns","Desper","Contad"
"TOR434","ELF297","1","2","39535"
"TOR434","VAL279","1","0","39536"
"TOR435","CON022","0,02","5","39537"
"TOR435","ELF298","1","2","39538"
"TOR435","VAL279","1","0","39539"
"TOR436","ELF299","1","1","39540"
"TOR436","VAL017","1","0","39541"
"TOR437","ELF300","1","1","39542"
"TOR437","VAL017","1","0","39543"
"TOR438","ELE579","1","0","39544"
"TOR438","VAL176","1","0","39545"
"TOR439","ELE840","0,5","0","39546"
"TOR439","ELF301","1","0","39547"
"TOR439","MT3029","4","0","39548"
"TOR439","VAL112","1","0","39549"
"TOR440","ELE840","0,5","0","39550"
"TOR440","ELF310","1","0","39551"
"TOR440","MT3029","4","0","39552"
"TOR440","VAL112","1","0","39553"
"TOR441","ELE840","0,5","0","39554"
"TOR441","ELF303","1","0","39555"
"TOR441","MT3029","4","0","39556"
"TOR441","VAL112","1","0","39557"
"TOR442","ELE840","0,5","0","39558"
"TOR442","ELF305","1","0","39559"
"TOR442","MT3029","4","0","39560"
"TOR442","VAL112","1","0","39561"
"TOR443","ELE840","0,5","0","39562"
"TOR443","ELF305","1","0","39563"
"TOR443","MT3029","4","0","39564"
"TOR443","VAL112","1","0","39565"
"TOR444","ELE840","1","0","39566"
"TOR444","ELF315","1","2","39567"
"TOR445","ELE840","1","0","39568"
"TOR445","ELF316","1","2","39569"
"TOR446","ELE840","1","0","39570"
"TOR446","ELF306","1","0","39571"
"TOR447","ELE840","1","0","39572"
"TOR447","ELF318","1","0","39573"
"TOR448","ELE840","1","0","39574"
"TOR448","ELF307","1","0","39575"
"TOR449","ELE840","1","0","39576"
"TOR449","ELF308","1","0","39577"
"TOR450","ELE840","1","0","39578"
"TOR450","ELF309","1","0","39579"
"TOR451","ELA431","1","1","39580"
"TOR451","ELE840","1","0","39581"
"TOR452","ELF155","1","2","39582"
"TOR452","ELF402","2","0","39583"
"TOR452","ELF403","2","0","39584"
"TOR452","MET007","2","0","39585"
"TOR453","ELF155","1","2","39586"
"TOR453","ELF402","2","0","39587"
"TOR453","ELF403","2","0","39588"
"TOR453","MET007","2","0","39589"
"TOR454","ELE566","1","0","39590"
"TOR454","ELF402","1","0","39591"
"TOR454","ELF403","1","0","39592"
"TOR454","MET007","1","0","39593"
"TOR455","ELF319","1","2","39594"
"TOR455","ELF402","1","0","39595"
"TOR455","ELF403","1","0","39596"
"TOR455","MET007","1","0","39597"
"TOR456","ELF320","1","2","39598"
"TOR456","ELF402","1","0","39599"
"TOR456","ELF403","2","0","39600"
"TOR456","MET007","1","0","39601"
"TOR457","ELF321","1","2","39602"
"TOR457","ELF402","1","0","39603"
"TOR457","ELF403","2","0","39604"
"TOR457","MET007","1","0","39605"
"TOR458","ELF322","1","2","39606"
"TOR458","ELF402","1","0","39607"
"TOR458","ELF403","2","0","39608"
"TOR458","MET007","1","0","39609"
"TOR459","ELF402","1","0","39610"
"TOR459","ELF403","2","0","39611"
"TOR459","ELF408","1","2","39612"
"TOR459","MET007","1","0","39613"
"TOR460","ELF402","1","0","39614"
"TOR460","ELF403","2","0","39615"
"TOR460","ELF408","1","2","39616"
"TOR460","MET007","1","0","39617"
"TOR461","ELF325","1","2","39618"
"TOR461","ELF402","1","0","39619"
"TOR461","ELF403","2","0","39620"
"TOR461","MET007","1","0","39621"
"TOR462","ELF326","1","2","39622"
"TOR462","ELF402","1","0","39623"
"TOR462","ELF403","2","0","39624"
"TOR462","MET007","1","0","39625"
"TOR463","ELF327","1","2","39626"
"TOR463","ELF405","2","0","39627"
"TOR463","ELF406","1","0","39628"
"TOR463","MET007","1","0","39629"
"TOR464","ELF328","1","2","39630"
"TOR464","ELF405","2","0","39631"
"TOR464","ELF406","1","0","39632"
"TOR464","MET007","1","0","39633"
"TOR465","ELF329","1","2","39634"
"TOR465","ELF405","2","0","39635"
"TOR465","ELF406","1","0","39636"
"TOR465","MET007","1","0","39637"
"TOR466","ELF330","1","2","39638"
"TOR466","ELF405","2","0","39639"
"TOR466","ELF406","1","0","39640"
"TOR466","MET007","1","0","39641"
"TOR467","ELF331","1","2","39642"
"TOR467","ELF405","2","0","39643"
"TOR467","ELF406","1","0","39644"
"TOR467","MET007","1","0","39645"
"TOR468","ELF332","1","2","39646"
"TOR468","ELF405","2","0","39647"
"TOR468","ELF406","1","0","39648"
"TOR468","MET007","1","0","39649"
"TOR469","ELF333","1","2","39650"
"TOR469","ELF405","2","0","39651"
"TOR469","ELF406","1","0","39652"
"TOR469","MET007","1","0","39653"
"TOR470","ELF334","1","2","39654"
"TOR470","ELF405","2","0","39655"
"TOR470","ELF406","1","0","39656"
"TOR470","MET007","1","0","39657"
"TOR471","ELF335","1","2","39658"
"TOR471","ELF405","2","0","39659"
"TOR471","ELF406","1","0","39660"
"TOR471","MET007","1","0","39661"
"TOR472","ELF336","1","2","39662"
"TOR472","ELF405","2","0","39663"
"TOR472","ELF406","1","0","39664"
"TOR472","MET007","1","0","39665"
"TOR473","ELF337","1","2","39666"
"TOR473","ELF405","2","0","39667"
"TOR473","ELF406","1","0","39668"
"TOR473","MET007","1","0","39669"
"TOR474","ELE016","1","0","39670"
"TOR474","ELF338","1","0","39671"
"TOR475","ELE016","1","0","39672"
"TOR475","ELF339","1","0","39673"
"TOR476","ELE016","1","0","39674"
"TOR476","ELF400","1","0","39675"
"TOR477","ELE016","1","0","39676"
"TOR477","ELF401","1","0","39677"
"TOR478","ELF060","1","2","39678"
"TOR478","MT1197","2","2","39679"
"TOR479","MT1197","2","2","39680"
"TOR479","MT323","1","2","39681"
"TOR480","ELE663","1","2","39682"
"TOR480","ELF407","1","2","39683"
"TOR481","MT1195","2","2","39684"
"TOR481","MT322","1","2","39685"
"TOR482","MT1195","2","2","39686"
"TOR482","MT322","1","2","39687"
"TOR483","ELE663","2","2","39688"
"TOR483","ELF060","1","2","39689"
"TOR484","MT1197","2","2","39690"
"TOR484","MT323","1","2","39691"
"TOR485","ELA586","2","2","39692"
"TOR485","ELF341","1","2","39693"
"TOR486","ELA586","2","2","39694"
"TOR486","ELF342","1","2","39695"
"TOR487","ELF343","1","2","39696"
"TOR487","MT1195","2","2","39697"
"TOR488","ELF344","1","2","39698"
"TOR488","MT1195","2","2","39699"
"TOR489","ELF255","2","0","39700"
"TOR489","ELF346","2","0","39701"
"TOR489","ELF349","1","0","39702"
"TOR489","ELF403","2","0","39703"
"TOR490","ELF255","2","0","39704"
"TOR490","ELF345","1","0","39705"
"TOR490","ELF346","2","0","39706"
"TOR490","ELF403","2","0","39707"
"TOR491","MEC555","1","0","39708"
"TOR492","MEC556","1","0","39709"
"TOR493","MEC557","1","0","39710"
"TOR494","MEC558","1","0","39711"
"TOR495","ACE121","6","5","39712"
"TOR495","MEC286","1","0","39713"
"TOR496","ACE121","6","5","39714"
"TOR496","MEC559","1","0","39715"
"TOR497","ACE121","6","5","39716"
"TOR497","MEC560","1","0","39717"
"TOR498","ACE121","6","5","39718"
"TOR498","MEC561","1","0","39719"
"TOR499","ELF047","9","2","39720"
"TOR499","INC012","1","0","39721"
"TOR499","MEC562","1","2","39722"
"TOR500","ACA185","4","2","39723"
"TOR500","ELF047","9","2","39724"
"TOR500","MEC142","1","0","39725"
"TOR500","MEC562","1","2","39726"
"TOR500","MT1390","4","0","39727"
"TOR507","ACE145","6","2","39728"
"TOR507","ACE985","2","1","39729"
"TOR507","ACEA05","6","5","39730"
"TOR507","ELA519","16","2","39731"
"TOR507","ELE036","2","2","39732"
"TOR507","ELE896","3","5","39733"
"TOR507","ELF001","2","2","39734"
"TOR507","MEC338","2","3","39735"
"TOR507","PLO464","3","5","39736"
"TOR507","PLOG37","0,005","5","39737"
"TOR509","ELE820","1","0","39738"
"TOR509","FIS013","1","0","39739"
"TOR510","PIN082","0,5","2","39740"
"TOR510","PIN085","0,25","5","39741"
"TOR511","MT1580","0,0076","5","39742"
"TOR511","MT2050","1","5","39743"
"TOR511","MT2080","0,2","2","39744"
"TOR511","MT2090","0,4","0","39745"
"TOR511","PLO591","0,02","5","39746"
"TOR511","TUB076","1","2","39747"
"TOR512","MEC499","1","3","39748"
"TOR512","MEC563","1","0","39749"
"TOR512","MT1580","0,0076","5","39750"
"TOR512","MT2080","1","2","39751"
"TOR512","MT2090","1","0","39752"
"TOR512","PLO591","0,02","5","39753"
"TOR512","TUB076","1","2","39754"
"TOR513","ACA126","1","0","39755"
"TOR513","MEC092","1","0","39756"
"TOR513","VAL287","1","0","39757"
"TOR514","ACA126","1","0","39758"
"TOR514","MEC564","1","0","39759"
"TOR514","VAL287","1","0","39760"
"TOR515","ACE157","4","2","39761"
"TOR515","MT1390","4","0","39762"
"TOR515","MT3229","1","0","39763"
"TOR515","MT947","0,005","0","39764"
"TOR516","ELA334","1","2","39765"
"TOR516","FIS013","1","0","39766"
"TOR517","ACE157","2","2","39767"
"TOR517","ELE841","0,01","5","39768"
"TOR517","INC066","1","0","39769"
"TOR517","MT1390","2","0","39770"
"TOR518","ACE157","2","2","39771"
"TOR518","INC067","1","0","39772"
"TOR518","MT1390","2","0","39773"
"TOR519","ACE157","2","2","39774"
"TOR519","ELE841","0,01","5","39775"
"TOR519","INC115","1","0","39776"
"TOR519","MT1390","2","0","39777"
"TOR520","ACE157","2","2","39778"
"TOR520","MT1390","2","0","39779"
"TOR520","MT3243","1","0","39780"
"TOR520","MT947","0,005","0","39781"
"TOR521","INC069","1","0","39782"
"TOR521","INC070","1","0","39783"
"TOR522","ELC008","1","0","39784"
"TOR522","ELC036","1","0","39785"
"TOR523","ELC008","1","0","39786"
"TOR523","ELC036","1","0","39787"
"TOR524","ACE031","1","1","39788"
"TOR524","ACE135","0,33","5","39789"
"TOR524","ACE388","0,33","2","39790"
"TOR524","ACE467","0,33","2","39791"
"TOR524","HER081","0,025","0","39792"
"TOR524","MT890","0,5","5","39793"
"TOR524","PIN006","0,02","5","39794"
"TOR524","PIN034","0,02","5","39795"
"TOR524","PIN106","0,01","5","39796"
"TOR525","ACE032","1","1","39797"
"TOR525","ACE137","0,33","5","39798"
"TOR525","ACE407","0,33","5","39799"
"TOR525","ACE468","0,33","2","39800"
"TOR525","ACEA04","2","5","39801"
"TOR525","HER041","0,01","5","39802"
"TOR525","HER081","0,07","0","39803"
"TOR525","MT890","0,5","5","39804"
"TOR525","PIN006","0,02","5","39805"
"TOR525","PIN034","0,02","5","39806"
"TOR525","PIN106","0,01","5","39807"
"TOR525","VAL158","1","0","39808"
"TOR526","ACEA04","2","5","39809"
"TOR526","HER013","0,06","5","39810"
"TOR526","HER081","0,07","0","39811"
"TOR526","MEC314","1","5","39812"
"TOR526","MEC357","0,33","5","39813"
"TOR526","MEC433","0,33","5","39814"
"TOR526","MT890","0,5","5","39815"
"TOR526","PIN006","0,02","5","39816"
"TOR526","PIN034","0,02","5","39817"
"TOR526","PIN106","0,01","5","39818"
"TOR526","VAL158","1","0","39819"
"TOR527","ACE994","1","1","39820"
"TOR527","ACEA04","2","5","39821"
"TOR527","HER013","0,06","5","39822"
"TOR527","HER081","0,02","0","39823"
"TOR527","MEC356","0,2","5","39824"
"TOR527","MEC565","0,2","5","39825"
"TOR527","MT890","0,5","5","39826"
"TOR527","PIN006","0,02","5","39827"
"TOR527","PIN034","0,02","5","39828"
"TOR527","PIN106","0,01","5","39829"
"TOR527","VAL158","1","0","39830"
"TOR528","MEC566","1","5","39831"
"TOR528","SAN153","1","0","39832"
"TOR529","MEC568","1","5","39833"
"TOR529","SAN153","1","0","39834"
"TOR530","MEC325","1","5","39835"
"TOR531","ACA193","1","0","39836"
"TOR531","INC116","1","0","39837"
"TOR532","ACA193","1","0","39838"
"TOR532","INC117","1","0","39839"
"TOR533","ACE157","4","2","39840"
"TOR533","ELE378","0,005","5","39841"
"TOR533","INC082","1","0","39842"
"TOR533","MT1390","4","0","39843"
"TOR533","MT3222","1","0","39844"
"TOR534","ELE840","1","0","39845"
"TOR534","MT3222","1","0","39846"
"TOR535","ACE156","2","2","39847"
"TOR535","MT1390","2","0","39848"
"TOR535","MT3253","1","0","39849"
"TOR535","MT763","1","0","39850"
"TOR536","INC118","1","0","39851"
"TOR536","INC119","1","0","39852"
"TOR537","ACA048","0,2","5","39853"
"TOR537","MT1390","4","0","39854"
"TOR537","VID056","1","5","39855"
"TOR538","ACA048","0,2","5","39856"
"TOR538","INC080","1","5","39857"
"TOR539","ACA048","0,2","5","39858"
"TOR539","INC081","1","5","39859"
"TOR540","ACA048","0,2","5","39860"
"TOR540","INC077","1","5","39861"
"TOR541","ACA048","0,2","5","39862"
"TOR541","INC123","1","0","39863"
"TOR542","ACA048","0,2","5","39864"
"TOR542","INC124","1","5","39865"
"TOR543","ACA048","0,2","5","39866"
"TOR543","INC125","1","5","39867"
"TOR544","ACA048","0,2","5","39868"
"TOR544","INC129","1","5","39869"
"TOR545","ACA048","0,2","5","39870"
"TOR545","INC129","1","5","39871"
"TOR546","ACA048","0,2","5","39872"
"TOR546","INC128","1","5","39873"
"TOR547","ELA071","1","2","39874"
"TOR547","ELE378","0,005","5","39875"
"TOR547","VAL102","1","0","39876"
"TOR548","ELA071","1","2","39877"
"TOR548","ELE378","0,005","5","39878"
"TOR548","VAL102","1","0","39879"
"TOR549","ELA071","1","2","39880"
"TOR549","ELE378","0,005","5","39881"
"TOR549","VAL102","1","0","39882"
"TOR550","ELE128","1","2","39883"
"TOR550","ELE378","0,005","5","39884"
"TOR550","VAL114","1","0","39885"
"TOR551","ELE529","1","0","39886"
"TOR551","VAL179","1","0","39887"
"TOR552","ELE647","1","2","39888"
"TOR552","PIN034","0,002","5","39889"
"TOR553","ELE168","1","2","39890"
"TOR553","PIN034","0,004","5","39891"
"TOR554","ELE171","1","2","39892"
"TOR554","MT1390","4","0","39893"
"TOR554","MT3029","4","0","39894"
"TOR554","PIN034","0,003","5","39895"
"TOR555","DIS001","1","0","39896"
"TOR555","DIS002","1","0","39897"
"TOR555","ESP099","2","5","39898"
"TOR555","ESP100","1","0","39899"
"TOR557","DIS001","5","0","39900"
"TOR557","DIS002","5","0","39901"
"TOR557","ESP099","6","5","39902"
"TOR557","ESP100","1","0","39903"
"TOR558","DIS001","2","0","39904"
"TOR558","ESP099","2","5","39905"
"TOR558","ESP102","2","0","39906"
"TOR559","DIS001","5","0","39907"
"TOR559","DIS002","5","0","39908"
"TOR559","ESP099","6","5","39909"
"TOR559","ESP100","1","0","39910"
"TOR560","PIN213","1","1","39911"
"TOR561","DIS001","2","0","39912"
"TOR561","ESP099","2","5","39913"
"TOR561","ESP102","2","0","39914"
"TOR565","DIS001","5","0","39915"
"TOR565","DIS002","5","0","39916"
"TOR565","ESP099","6","5","39917"
"TOR565","ESP100","1","0","39918"
"TOR566","ACE141","18","2","39919"
"TOR566","ACE448","6","2","39920"
"TOR566","ACE904","45","5","39921"
"TOR566","ELE002","2","2","39922"
"TOR566","ESP226","3","0","39923"
"TOR566","MT3108","3","0","39924"
"TOR566","MT3109","3","0","39925"
"TOR567","DIS001","20","0","39926"
"TOR567","ESP099","6","5","39927"
"TOR567","ESP102","1","0","39928"
"TOR568","DIS001","5","0","39929"
"TOR568","DIS002","5","0","39930"
"TOR568","ESP099","6","5","39931"
"TOR570","PIN213","1","1","39932"
"UP001","AGR001","0,17","5","39933"
"UP001","AGR015","0,9","5","39934"
"UP001","AGR018","0,48","5","39935"
"UP001","CEM041","7","5","39936"
"UP002","ACA145","1","0","39937"
"UP002","ELE219","1","0","39938"
"UP002","MT9024","2,5","0","39939"
"UP002","MT9025","1","0","39940"
"UP002","MT9035","1","0","39941"
"UP002","MT9036","2,5","0","39942"
"UP003","AGR001","0,18","5","39943"
"UP003","AGR015","0,9","5","39944"
"UP003","AGR018","0,47","5","39945"
"UP003","CEM041","7,5","5","39946"
"UP004","AGR001","0,1785","5","39947"
"UP004","AGR015","0,94","5","39948"
"UP004","AGR018","0,48","5","39949"
"UP004","CEM041","9","5","39950"
"UP007","ELE128","3","2","39951"
"UP007","ELE308","0,75","5","39952"
"UP007","MT9006","0,25","2","39953"
"UP007","MT9007","12,5","0","39954"
"UP007","MT9008","12,5","0","39955"
"UP007","MT9009","1,25","5","39956"
"UP007","MT9011","1","0","39957"
"UP008","CON040","0,05","2","39958"
"UP008","ELE128","1,5","2","39959"
"UP008","ELE308","0,75","5","39960"
"UP008","MT9007","14,65","0","39961"
"UP008","MT9008","14,65","0","39962"
"UP008","MT9009","1,25","5","39963"
"UP009","ACE146","5","5","39964"
"UP009","ACE640","0,01","5","39965"
"UP009","ENC040","0,5","2","39966"
"UP010","ACE146","7","5","39967"
"UP010","ACE640","0,01","5","39968"
"UP010","ENC040","0,5","2","39969"
"UP011","ACE146","7","5","39970"
"UP011","CER027","0,52","5","39971"
"UP021","MT427","0,1","2","39972"
"UP021","MT431","0,3333","2","39973"
"UP021","MT970","0,0074","5","39974"
"UP021","PLO209","1","5","39975"
"UP021","PLO591","0,0148","5","39976"
"UP021","VAL105","0,25","0","39977"
"UP035","ACA075","0,02","5","39978"
"UP035","HER001","0,01","2","39979"
"UP035","HER008","0,02","2","39980"
"UP037","ACA075","0,04","5","39981"
"UP037","HER001","0,02","2","39982"
"UP037","HER008","0,04","2","39983"
"UP075","AGR001","0,1","5","39984"
"UP076","AGR001","0,1","5","39985"
"UP092","ACE041","0,15","5","39986"
"UP092","ENC062","0,0036","10","39987"
"UP092","MT632","0,0046","10","39988"
"UP095","AGR001","0,1","5","39989"
"UP096","AGR012","1","5","39990"
"UP103","MT3291","1","5","39991"
"UP103","MT3315","0,05","5","39992"
"UP103","VAL028","1","0","39993"
"UP104","MT3291","1","5","39994"
"UP104","MT3315","0,05","5","39995"
"UP104","VAL028","1","0","39996"
"UP105","MT3294","1","5","39997"
"UP105","MT3316","0,05","5","39998"
"UP106","MT3300","1","5","39999"
"UP106","MT3318","0,02","5","40000"
"UP107","MT3303","1","5","40001"
"UP107","MT3319","0,02","5","40002"
"UP108","MT3303","1","5","40003"
"UP108","MT3319","0,01","5","40004"
"UP108","VAL085","1","0","40005"
"UP109","MT3306","1","5","40006"
"UP109","MT3321","0,02","5","40007"
"UP109","VAL105","1","0","40008"
"UP110","MT3322","0,02","5","40009"
"UP110","TUB094","1","5","40010"
"UP110","VAL105","0,1","0","40011"
"UP111","MT3312","1","5","40012"
"UP111","MT3323","0,02","5","40013"
"UP111","VAL167","1","0","40014"
"UP112","MT3469","1","5","40015"
"UP112","MT3495","0,03","5","40016"
"UP113","MT3472","1","5","40017"
"UP113","MT3496","0,09","5","40018"
"UP113","VAL269","1","0","40019"
"UP114","MT3476","1","5","40020"
"UP114","MT3497","0,0833","5","40021"
"UP114","VAL245","1","0","40022"
"UP115","MT3480","1","5","40023"
"UP115","MT3498","0,09","5","40024"
"UP115","VAL270","1","0","40025"
"UP116","ACE486","1","0","40026"
"UP116","MT3484","1","5","40027"
"UP117","ACE486","1","0","40028"
"UP117","MT3488","1","5","40029"
"UP118","ACE486","1","0","40030"
"UP118","MT3492","1","5","40031"
"UP119","MT3314","0,2","5","40032"
"UP119","TUB042","1","5","40033"
"UP119","VAL028","1","0","40034"
"UP120","MT3292","1","5","40035"
"UP120","MT3315","0,04","5","40036"
"UP120","VAL028","1","0","40037"
"UP121","MT3292","1","5","40038"
"UP121","MT3315","0,05","5","40039"
"UP121","VAL028","1","0","40040"
"UP122","MT3295","1","5","40041"
"UP122","MT3316","0,5","5","40042"
"UP123","MT3301","1","5","40043"
"UP123","MT3318","0,01","5","40044"
"UP124","MT3304","1","5","40045"
"UP124","MT3319","0,02","5","40046"
"UP124","VAL007","1","0","40047"
"UP125","MT3304","1","5","40048"
"UP125","MT3319","0,01","5","40049"
"UP125","VAL105","1","0","40050"
"UP126","MT3307","1","5","40051"
"UP126","MT3321","0,01","5","40052"
"UP126","VAL105","0,5","0","40053"
"UP127","MT3322","0,01","5","40054"
"UP127","TUB041","1","5","40055"
"UP127","VAL105","0,5","0","40056"
"UP128","MT3313","1","5","40057"
"UP128","MT3323","0,01","5","40058"
"UP128","VAL269","1","0","40059"
"UP129","MT3468","1","5","40060"
"UP129","MT3495","0,02","5","40061"
"UP129","VAL264","1","0","40062"
"UP130","MT3471","1","5","40063"
"UP130","MT3496","0,01","5","40064"
"UP130","VAL269","1","0","40065"
"UP131","MT3475","1","5","40066"
"UP131","MT3497","0,01","5","40067"
"UP131","VAL245","1","0","40068"
"UP132","MT3479","1","5","40069"
"UP132","MT3498","0,01","5","40070"
"UP132","VAL265","1","0","40071"
"UP133","MT3483","1","5","40072"
"UP133","VAL304","1","0","40073"
"UP134","MT3487","1","5","40074"
"UP134","VAL102","1","0","40075"
"UP135","MT3491","1","5","40076"
"UP135","VAL102","1","0","40077"
"UP136","MT1580","0,001","5","40078"
"UP136","MT2049","1","5","40079"
"UP136","MT2079","0,1","2","40080"
"UP136","MT2089","0,33","0","40081"
"UP136","PLO591","0,0019","5","40082"
"UP137","MT1580","0,0017","5","40083"
"UP137","MT2050","1","5","40084"
"UP137","MT2080","0,1","2","40085"
"UP137","MT2090","0,4","0","40086"
"UP137","PLO591","0,009","5","40087"
"UP137","VAL105","0,1","0","40088"
"UP138","MT1580","0,0022","5","40089"
"UP138","MT2051","1","5","40090"
"UP138","MT2081","0,1","2","40091"
"UP138","MT2091","0,33","0","40092"
"UP138","PLO591","0,0045","5","40093"
"UP138","VAL105","0,15","0","40094"
"UP139","MT1923","0,0113","0","40095"
"UP139","MT717","1","5","40096"
"UP139","MT865","0,2","5","40097"
"UP139","PIN205","0,004","5","40098"
"UP139","VAL269","1","0","40099"
"UP140","MT1923","0,015","0","40100"
"UP140","MT718","1","5","40101"
"UP140","MT866","0,2","5","40102"
"UP140","PIN205","0,01","5","40103"
"UP140","VAL245","1","0","40104"
"UP141","MT1889","0,2","0","40105"
"UP141","MT1923","0,03","0","40106"
"UP141","MT719","1","5","40107"
"UP141","PIN205","0,02","5","40108"
"UP141","VAL246","1","0","40109"
"UP142","MT1890","0,167","0","40110"
"UP142","MT1923","0,03","0","40111"
"UP142","MT3264","1","5","40112"
"UP142","PIN205","0,0001","5","40113"
"UP142","VAL315","1","0","40114"
"UP143","MT1923","0,0375","0","40115"
"UP143","MT3265","1","5","40116"
"UP143","MT3266","0,167","0","40117"
"UP143","PIN205","0,0001","5","40118"
"UP143","VAL300","1","0","40119"
"UP144","MT1923","0,045","0","40120"
"UP144","MT3267","1","5","40121"
"UP144","MT3268","0,167","0","40122"
"UP144","PIN205","0,0001","5","40123"
"UP144","VAL266","1","0","40124"
"UP145","MT1571","1","5","40125"
"UP145","VAL105","1","0","40126"
"UP146","TUB006","1","5","40127"
"UP146","VAL068","1","0","40128"
"UP147","TUB008","1","5","40129"
"UP147","VAL105","0,1","0","40130"
"UP149","MT1528","1","2","40131"
"UP149","MT1923","0,0226","0","40132"
"UP149","MT865","2","5","40133"
"UP149","PIN205","0,0001","5","40134"
"UP149","VAL282","1","0","40135"
"UP150","MT1529","1","3","40136"
"UP150","MT1923","0,03","0","40137"
"UP150","MT866","2","5","40138"
"UP150","PIN205","0,0001","5","40139"
"UP150","VAL283","1","0","40140"
"UP151","MT1530","1","3","40141"
"UP151","MT1889","2","0","40142"
"UP151","MT1923","0,045","0","40143"
"UP151","PIN205","0,0001","5","40144"
"UP151","VAL237","1","0","40145"
"UP152","MT1923","0,0113","0","40146"
"UP152","MT2000","1","2","40147"
"UP152","MT865","1","5","40148"
"UP152","PIN205","0,0001","5","40149"
"UP152","VAL282","2","0","40150"
"UP153","MT1923","0,015","0","40151"
"UP153","MT2001","1","2","40152"
"UP153","MT866","1","5","40153"
"UP153","PIN205","0,0001","5","40154"
"UP153","VAL234","1","0","40155"
"UP154","MT1889","1","0","40156"
"UP154","MT1923","0,0225","0","40157"
"UP154","MT2002","1","2","40158"
"UP154","PIN205","0,0001","5","40159"
"UP154","VAL244","1","0","40160"
"UP155","MT1532","1","3","40161"
"UP155","MT1923","0,0226","0","40162"
"UP155","MT865","2","5","40163"
"UP155","PIN205","0,0001","5","40164"
"UP155","VAL244","1","0","40165"
"UP156","MT1533","1","3","40166"
"UP156","MT1923","0,03","0","40167"
"UP156","MT866","2","5","40168"
"UP156","PIN205","0,0001","5","40169"
"UP156","VAL283","1","0","40170"
"UP157","MT1534","1","3","40171"
"UP157","MT1889","2","0","40172"
"UP157","MT1923","0,045","0","40173"
"UP157","PIN205","0,0001","5","40174"
"UP157","VAL265","1","0","40175"
"UP158","MT1923","0,0113","0","40176"
"UP158","MT2003","1","2","40177"
"UP158","MT865","1","5","40178"
"UP158","PIN205","0,0001","5","40179"
"UP158","VAL282","1","0","40180"
"UP159","MT1923","0,015","0","40181"
"UP159","MT2004","1","2","40182"
"UP159","MT866","1","5","40183"
"UP159","PIN205","0,0001","5","40184"
"UP159","VAL184","1","0","40185"
"UP160","MT1889","1","0","40186"
"UP160","MT1923","0,0225","0","40187"
"UP160","MT2005","1","2","40188"
"UP160","PIN205","0,0001","5","40189"
"UP160","VAL237","1","0","40190"
"UP161","MT3358","1","5","40191"
"UP161","VAL105","0,2","0","40192"
"UP162","MT3359","1","5","40193"
"UP162","VAL105","0,2","0","40194"
"UP163","MT3360","1","5","40195"
"UP163","VAL105","0,2","0","40196"
"UP164","MT3361","1","5","40197"
"UP164","VAL105","0,2","0","40198"
"UP165","MT3362","1","5","40199"
"UP165","VAL105","0,2","0","40200"
"UP166","MT3363","1","5","40201"
"UP166","VAL105","0,2","0","40202"
"UP167","MT3364","1","5","40203"
"UP167","VAL105","0,2","0","40204"
"UP168","MT3365","1","5","40205"
"UP168","VAL105","0,25","0","40206"
"UP169","MT3366","1","5","40207"
"UP169","VAL105","1","0","40208"
"UP170","MT3367","1","5","40209"
"UP170","VAL105","1","0","40210"
"UP171","MT1923","0,0339","0","40211"
"UP171","MT1995","1","0","40212"
"UP171","MT865","3","5","40213"
"UP171","PIN205","0,0001","5","40214"
"UP171","VAL141","1","0","40215"
"UP172","MT1923","0,045","0","40216"
"UP172","MT1996","1","0","40217"
"UP172","MT866","3","5","40218"
"UP172","PIN205","0,0001","5","40219"
"UP172","VAL141","1","0","40220"
"UP173","MT1889","3","0","40221"
"UP173","MT1923","0,0675","0","40222"
"UP173","MT1997","1","0","40223"
"UP173","PIN205","0,0001","5","40224"
"UP173","VAL141","1","0","40225"
"UP174","MT3348","1","5","40226"
"UP174","VAL105","0,2","0","40227"
"UP175","MT3349","1","5","40228"
"UP175","VAL105","0,5","0","40229"
"UP176","MT3350","1","5","40230"
"UP176","VAL105","0,25","0","40231"
"UP177","MT3351","1","5","40232"
"UP177","VAL105","0,25","0","40233"
"UP178","MT3352","1","5","40234"
"UP178","VAL105","0,25","0","40235"
"UP179","MT3353","1","5","40236"
"UP179","VAL105","0,25","0","40237"
"UP180","MT3354","1","5","40238"
"UP180","VAL105","1","0","40239"
"UP181","MT3355","1","5","40240"
"UP181","VAL105","0,5","0","40241"
"UP182","MT3356","1","5","40242"
"UP182","VAL105","1","0","40243"
"UP183","MT3357","1","5","40244"
"UP183","VAL105","1","0","40245"
"UP184","MT1923","0,0413","0","40246"
"UP184","MT1998","1","0","40247"
"UP184","MT865","1","5","40248"
"UP184","MT866","2","5","40249"
"UP184","PIN205","0,005","5","40250"
"UP184","VAL104","1","0","40251"
"UP184","VAL105","1","0","40252"
"UP185","MT1889","2","0","40253"
"UP185","MT1923","0,06","0","40254"
"UP185","MT1999","1","0","40255"
"UP185","MT866","1","5","40256"
"UP185","PIN205","0,05","5","40257"
"UP185","VAL141","1","0","40258"
"UP186","MT1540","1","3","40259"
"UP186","MT1923","0,015","0","40260"
"UP186","MT866","1","5","40261"
"UP186","PIN205","0,0001","5","40262"
"UP186","VAL141","1","0","40263"
"UP187","MT0002","1","0","40264"
"UP187","MT1889","1","0","40265"
