"CodPar","Descri","CovPar","UniPar","RenPar","PreUni","UniCanRen","CanPar","Coste","RPC","UniMed"
"V20F22","S/T/I DE EXTINTOR PORTATIL DE CO2 CON 10 LBS DE CAPACIDAD. LISTADO UL (UNDERWRITERS LABORATORIOS)/ APROBADO FM (FACTORY MUTUAL)","V20.F22.0817","pza","12","","U","","False","","0"
"V20F23","S/T/I DE CABLE  AWG-18 COLOR BLANCO Y AZUL, TRENZADO, BLINDADO, ENTROCHADO Y APANTALLADO PARA USO EN INSTALACION DE SISTEMAS DE EMERGENCIA","V20.F23.0818","m","270","","U","","False","","0"
"V20F24","S/T/I DE CAJA DE PASO OCTOGONAL PINTADA EN ESMALTE ROJO PARA SISTEMAS DE EMERGENCIA","V20.F24.0819","pza","60","","U","","False","","0"
"V20F25","S/T/I DE CAJETIN METALICO CUADRADO 4'" X 4'"  PINTADO EN ESMALTE ROJO PARA SISTEMAS DE EMERGENCIA","V20.F25.0820","pza","70","","U","","False","","0"
"V20F26","S/T/I DE CAJETIN METALICO 4'" X 2'"  PINTADO EN ESMALTE ROJO PARA SISTEMAS DE EMERGENCIA","V20.F26.0821","pza","70","","U","","False","","0"
"V20F27","S/T/I DE CAJA CODULET. PINTADA EN ESMALTE ROJO PARA SISTEMAS DE EMERGENCIA","V20.F27.0822","pza","35","","U","","False","","0"
"V20F28","S/T/I DE TUBERIA DE ACERO GALVANIZADO (EMT) DE TAMAÑO COMERCIAL DIAMETRO 3/4 PLG (19 MM). INCLUYE SOPORTES Y CONEXIONES. PINTADA EN ESMALTE ROJO PARA SISTEMAS DE EMERGENCIA","V20.F28.0823","m","65","","U","","False","","0"
"V20F29","S/T/I DE TUBERIA DE ACERO GALVANIZADO FLEXIBLE DE TAMAÑO COMERCIAL 3/4 PLG (19 MM). PINTADA EN ESMALTE PARA SISTEMAS DE EMERGENCIA","V20.F29.0824","m","80","","U","","False","","0"
"V20F30","S/T/I DE TUBERIA DE ACERO GALVANIZADA ROSCADA DIAMETRO 3/4'". INCLUYE TODOS LOS SOPORTES. PINTADA EN ESMALTE ROJO PARA SISTEMAS DE EMERGENCIA","V20.F30.0825","m","60","","U","","False","","0"
"V20F31","S/T/I DE TUBERIA METALICA FLEXIBLE HERMETICA A LOS LIQUIDOS (LIQUID TIGHT) TAMAÑO COMERCIAL D= 3/4'" INCLUYE CONEXIONES. PARA SISTEMAS DE EMERGENCIA","V20.F31.0826","m","14","","U","","False","","0"
"V20F32","S/T/I DE CABLE  AWG-12, TRENZADO, BLINDADO, ENTROCHADO Y APANTALLADO PARA ALIMENTACION DE LAMPARAS DE EMERGENCIA","V20.F32.0827","m","270","","U","","False","","0"
"V20F33","S/T/I DE TUBERIA DE ACERO GALVANIZADO (EMT) DE TAMAÑO COMERCIAL DIAMETRO 3/4 PLG (19 MM). INCLUYE SOPORTES Y CONEXIONES. PINTADA EN ESMALTE NEGRO PARA SISTEMAS DE EMERGENCIA","V20.F33.0828","m","65","","U","","False","","0"
"V20F34","S/T/I DE CAJETIN METALICO CUADRADO 4'" X 4'"  PINTADO EN ESMALTE NEGRO PARA SISTEMAS DE EMERGENCIA","V20.F34.0829","pza","70","","U","","False","","0"
"V20F35","S/T/I DE CAJETIN METALICO CUADRADO 6'" X 6'"  PINTADO EN ESMALTE NEGRO PARA SISTEMAS DE EMERGENCIA","V20.F35.0830","pza","25","","U","","False","","0"
"V20F36","S/T/I DE PANEL ANUNCIADOR DE EVENTOS P/SISTEMA DETECCION INTELIGENTE Y ALARMA CONTRA INCENDIO, TARJETA DE CIRCUITO, PANTALLA DE 80 CARACTERES, TECLADO, GABINETE C/LLAVE. SEGUN ESPECIFICACIONES CANTV","V20.F36.0831","pza","0,4","","U","","False","","0"
"V20F37","S/T/I DE GABINETE METALICO SUPERPUESTO PARA MANGUERA DE EXTINCION DE INCENDIO  DE L= 30 M Y DIAMETRO 1 1/2'". CAPACIDAD PARA CONTENER LA MANGUERA CON PITON NEBLINA, COLGADOR, VALVULA DE  1 1/2'" Y NIPLE CONECTOR DE 1 1/2'"","V20.F37.0832","und","3","","U","","False","","0"
"V20F38","S/I DE CONEXIÓN EXOTERMICA #90  P/EMPALME DE CONDUCTOR CALIBRE #2  A BARRA COPERWELD 5/8'" MOLDE TIPO GTC-161V CADWELD O CONECTOR HYGROUND MOD. YGL 29C2 O SIMILAR, SEGÚN ESPECIFICACION CANTV","V20.F38.0833","pto","22","","U","","False","","0"
"V20F39","S/T/I DE BREAKER 1 X 20 AMP MONOPOLAR INSTALADO EN TABLERO DE ENERGIA EN SISTEMA DE ILUMINACION DE EMERGENCIA","V20.F39.0834","pza","15","","U","","False","","0"
"V20F40","S/T/I DE MODULO DE IDENTIFICACION DE EMERGENCIA, SEÑAL DE '"VIA DE ESCAPE'" 15 X 30 CM. EN PLASTICO/POLIESTIRENO, PINTURA ACRILICA VERDE, FONDO BLANCO FOTOLUMINISCENTE, EN DINTEL PUERTA SALIDA H=2,10 M","V20.F40.0835","pza","12","","U","","False","","0"
"V20F41","S/T/I DE MODULO DE IDENTIFICACION DE EMERGENCIA, SEÑAL DE '"VIA DE ESCAPE'" 15 X 45 CM. EN PLASTICO/POLIESTIRENO, PINTURA ACRILICA VERDE, FONDO BLANCO SEÑAL UNA CARA, FOTOLUMINISCENTE, COLOCACION H=2,10 M","V20.F41.0836","pza","12","","U","","False","","0"
"V20F42","S/T/I DE MODULO DE IDENTIFICACION, SEÑAL DE '"MANGUERA CONTRA INCENDIOS'" DE 15 X 15 CM. EN PLASTICO/POLIESTIRENO, PINTURA ROJO, FONDO BLANCO FOTOLUMINISCENTE. COLOCACION H=1,50 M DESDE EL PISO Y SOBRE MANGUERA","V20.F42.0837","pza","20","","U","","False","","0"
"V20F43","S/T/I DE ROCIADOR TIPO BULBO, CON ROSCA NPT, FACTOR K=5,6 DEFLECTOR TIPO PENDENT (PENDIENTE) PARA SISTEMA CONTRA INCENDIO","V20.F43.0838","und","12","","U","","False","","0"
"V20F44","S/T/I DE TUBERIA DE ACERO NEGRO CON COSTURA CLASE '"A'" SCH 40, D= 1'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F44.0839","m","80","","U","","False","","0"
"V20F45","S/T/I DE TUBERIA DE ACERO NEGRO CON COSTURA CLASE '"A'" SCH 40, D= 1 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F45.0840","und","75","","U","","False","","0"
"V20F46","S/T/I DE TUBERIA DE ACERO NEGRO CON COSTURA CLASE '"A'" SCH 40, D= 2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F46.0841","und","70","","U","","False","","0"
"V20F47","S/T/I DE TUBERIA DE ACERO NEGRO CON COSTURA CLASE '"A'" SCH 40, D= 2 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F47.0842","und","65","","U","","False","","0"
"V20F48","S/T/I DE TUBERIA DE ACERO NEGRO CON COSTURA CLASE '"A'" SCH 40, D= 3'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F48.0843","und","60","","U","","False","","0"
"V20F49","S/T/I DE CODO PARA TUBERIA DE ACERO NEGRO CON COSTURA CLASE '"A'" SCH 40, D= 4'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F49.0844","und","20","","U","","False","","0"
"V20F50","S/T/I DE CODO DE ACERO 90 GRADOS, CLASE 150 PSI D= 1'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F50.0845","und","85","","U","","False","","0"
"V20F51","S/T/I DE CODO DE ACERO 90 GRADOS, CLASE 150 PSI D= 1 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F51.0846","und","80","","U","","False","","0"
"V20F52","S/T/I DE CODO DE ACERO 90 GRADOS, CLASE 150 PSI D= 2 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F52.0847","und","75","","U","","False","","0"
"V20F53","S/T/I DE CODO DE ACERO 90 GRADOS, CLASE 150 PSI D= 3'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F53.0848","und","70","","U","","False","","0"
"V20F54","S/T/I DE CODO DE ACERO 90 GRADOS, CLASE 150 PSI D= 3 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F54.0849","und","65","","U","","False","","0"
"V20F56","S/T/I DE TEE CONEXION DE ACERO 90 GRADOS, CLASE 150 PSI D= 1 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F56.0850","und","80","","U","","False","","0"
"V20F57","S/T/I DE TEE CONEXION DE ACERO 90 GRADOS, CLASE 150 PSI D= 2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F57.0851","und","75","","U","","False","","0"
"V20F58","S/T/I DE TEE CONEXION DE ACERO 90 GRADOS, CLASE 150 PSI D= 2 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F58.0852","und","75","","U","","False","","0"
"V20F59","S/T/I DE TEE CONEXION DE ACERO 90 GRADOS, CLASE 150 PSI D= 3'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F59.0853","und","70","","U","","False","","0"
"V20F60","S/T/I DE TEE CONEXION DE ACERO 90 GRADOS, CLASE 150 PSI D= 3 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F60.0854","und","65","","U","","False","","0"
"V20F61","S/T/I DE CRUZ CONEXION DE ACERO 90 GRADOS, CLASE 150 PSI D= 2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F61.0855","und","75","","U","","False","","0"
"V20F62","S/T/I DE CRUZ CONEXION DE ACERO 90 GRADOS, CLASE 150 PSI D= 2 1/2'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F62.0856","und","72","","U","","False","","0"
"V20F63","S/T/I DE CRUZ CONEXION DE ACERO 90 GRADOS, CLASE 150 PSI D= 3'" PARA SISTEMA DE EXTINCION DE INCENDIO CON AGUA","V20.F63.0857","und","60","","U","","False","","0"
"V20F64","S/T/I DE VALVULA SUPERVISADA, INSTALADA ENTRE BRIDAS (WAFER), CON SWITCH DE SUPERVISION INTERNO. CUERPO DE HIERRO DUCTIL ASTM A-536, PRESION DE TRABAJO 250 PSI. LISTADO UL/ APROBADO FM","V20.F64.0858","pza","6","","U","","False","","0"
"V20F65","S/T/I DE DETECTOR DE FLUJO TIPO PALETA CON 2 CONTACTOS SPD1 Y SISTEMA DE RETARDO, PARA SER INSTALADO EN TUBERIA DE 3'".  PRESION DE TRABAJO 450 PSI. LISTADO UL/ APROBADO FM","V20.F65.0859","pza","6","","U","","False","","0"
"V20F66","S/T/I  DE SISTEMA INTEGRADO DE CCTV P/RESPALDO Y MONITOREO REMOTO EN PC, 16 CANALES Y 16 ENTRADAS. VISUALIZABLE EN RED LAN/WAN. INCLUYE CPU DD DE 250GB. SEGUN ESPECIFICACIONES CANTV","V20.F66.0860","pza","2","","U","","False","","0"
"V20F67","S/T/I DE CAMARA DE CCTV TIPO DOMO DE ALTA RESOLUCION 480 LINEAS COLOR, VARI-FOCAL. AUTO IRIS, CON LENTE 4-9 MM. SEGUN ESPECIFICACIONES CANTV","V20.F67.0861","pza","12","","U","","False","","0"
"V20F68","S/T/I DE FUENTE DE ALIMENTACION PARA CAMARA DE 12 VDC 120 VAC (CLASS 2). SEGUN ESPECIFICACIONES CANTV","V20.F68.0862","pza","18","","U","","False","","0"
"V20F69","S/T/I DE CENTRAL DE ROBO Y ATRACO MICROPROCESADA DE 8 ZONAS AMPLIABLE A 24. PUEDE CONECTAR 4 TECLADOS ALFANUMÉRICOS. PROGRAMACION DE ZONAS CRUZADAS. INCLUYE BATERÍA. SEGUN ESPECIFICACIONES DE LA CANTV","V20.F69.0863","pza","3","","U","","False","","0"
"V20F70","S/T/I DE TECLADO NUMERICO DE PANTALLA CON CRISTAL LIQUIDO. AUDIO EN ESPAÑOL Y RELOJ INCORPORADO PARA CENTRAL. SEGUN ESPECIFICACIONES DE LA CANTV","V20.F70.0864","pza","9","","U","","False","","0"
"V20F71","S/T/I DE DETECTOR INFRARROJO VOLUMETRICO, INCLUYE BASE. SEGUN ESPECIFICACIONES DE LA CANTV","V20.F71.0865","pza","9","","U","","False","","0"
"V20F72","S/T/I DE DETECTOR INFRARROJO VOLUMETRICO CON COBERTURA DE 360 GRADOS, INCLUYE BASE. SEGUN ESPECIFICACIONES DE LA CANTV","V20.F72.0866","pza","12","","U","","False","","0"
"V20F73","S/T/I DE SIRENA ELECTRONICA DE ALTA POTENCIA CON CAJA DE PROTECCION PVC ALTA RESISTENCIA. LUCES ESTROBOSCOPICAS E INTERRUPTOR DE SABOTEO. SEGUN ESPECIFICACIONES DE LA CANTV","V20.F73.0867","pza","6","","U","","False","","0"
"V20F74","S/T/I DE PULSADOR DE MANO PARA SISTEMA DE ALARMA. SEGUN ESPECIFICACIONES DE LA CANTV","V20.F74.0868","pza","12","","U","","False","","0"
"V20F75","S/T/I DE PULSADOR DE PIE PARA SISTEMA DE ALARMA. SEGUN ESPECIFICACIONES DE LA CANTV","V20.F75.0869","pza","10","","U","","False","","0"
"V20F76","S/T/I DE DISCADOR TELEFONICO INTELIGENTE, 2 CANALES. CAPACIDAD DISCADO HASTA 8 NUMEROS TELEFONICOS, MEMORIA ALARMA, MONITOREO SONIDO DEL AMBIENTE. COMUNICACION BIDIRECCIONAL SEGUN ESPECIFICACIONES DE LA CANTV","V20.F76.0870","pza","6","","U","","False","","0"
"V20F77","S/T/I  DE SISTEMA ININTERRUMPLIBLE DE ENERGIA UPS, ALTO RENDIMIENTO, CONTROL PARA TRANSFERENCIA AUTOMATICA Y RECONEXION. AUTONOMIA 45 MIN, CAPACIDAD 3 KVA. SEGUN ESPECIFICACIONES DE LA CANTV","V20.F77.0871","pza","4","","U","","False","","0"
"V20F78","S/T/I DE SENSOR DE ROTURA DE VIDRIO SEGUN ESPECIFICACIONES DE LA CANTV","V20.F78.0872","pza","10","","U","","False","","0"
"V20F79","S/T/I DE CONTROLADOR INTELIGENTE, CAPACIDAD PARA CONTROLAR 08 LECTORAS DE TECNOLOGÍA '"WIEGAN PROX'", SUPERVISAR 12 ENTRADAS, 04 SALIDAS, ALIMENTACIÓN PARA CERRADURAS, OPCIÓN WEB SERVER Y PROTOCOLO TCP/IP. INCLUYE GABINETE. SEGUN ESPEC. CANTV","V20.F79.0873","pza","3","","U","","False","","0"
"V20F80","S/T/I DE LECTORA DE PROXIMIDAD DE CONTROL DE ACCESO COLOR NEGRO PARA TARJETA DE PROXIMIDAD. SEGÚN ESPECIFICACIONES DE LA CANTV","V20.F80.0874","pza","10","","U","","False","","0"
"V20F81","S/T/I DE PULSADOR DE EGRESO METÁLICO, CON MENSAJE INDICADOR EN LETRAS VERDES, EN CAJETÍN 3 X 1'". SEGUN ESPECIFICACIONES CANTV","V20.F81.0875","pza","10","","U","","False","","0"
"V20F82","S/T/I DE ESTACIÓN MANUAL DE ALARMA CON CAJETIN SUPERFICIAL PARA LIBERACIÓN DE PUERTAS EN CASO DE EMERGENCIA, CON PROTECTOR. SEGUN ESPECIFICACIONES CANTV","V20.F82.0876","pza","10","","U","","False","","0"
"V20F83","S/T/I DE MODULO DE CONTROL TEMPORIZADO DE FUNCIONES AUXILIARES PARA '"RESET'" DE ALARMA DEL SISTEMA INTEGRADO. SEGUN ESPECIFICACIONES CANTV","V20.F83.0877","pza","10","","U","","False","","0"
"V20F84","S/T/I DE CONTROLADOR DE RESPALDO DE ENERGÍA PARA CERRADURAS ELECTROMAGNÉTICAS CON CAPACIDAD DE SUMINISTRAR HASTA (12) HORAS DE ENERGÍA. SEGUN ESPECIFICACIONES CANTV","V20.F84.0878","pza","8","","U","","False","","0"
"V20F85","S/T/I DE BATERÍA DE RESPALDO 12 V 7AH. SEGUN ESPECIFICACIONES CANTV","V20.F85.0879","pza","20","","U","","False","","0"
"V20F86","S/T/I DE CERRADURA ELECTROMECANICA DE ALTA INTENSIDAD 750 LBS DE RETENCION 24VDC, LIBRE DE MANTENIMIENTO. SEGUN ESPECIFICACIONES CANTV","V20.F86.0880","pza","10","","U","","False","","0"
"V20F87","S/T/I DE SENSOR DE POSICIÓN EMBUTIDO, CON AISLAMIENTO DE AIRE PARA EVITAR PERDIDA DE EFICIENCIA (NO NECESITA MANTENIMIENTO). SEGUN ESPECIFICACIONES CANTV","V20.F87.0881","pza","14","","U","","False","","0"
"V20F88","S/T/I DE RACK TIPO BANDEJA CON TAPA Y CERRADURA. SEGUN ESPECIFICACIONES CANTV","V20.F88.0882","pza","5","","U","","False","","0"
"V20F89","S/T/I DE CONTACTO MAGNÉTICO TIPO '"SANTA MARIA'", METÁLICO, PARA EXTERIORES. SEGUN ESPECIFICACIONES CANTV","V20.F89.0883","pza","14","","U","","False","","0"
"V20F90","S/T/I DE SIRENA ELECTRÓNICA (ACTIVACIÓN POR CONTACTO SECO DE ALIMENTACIÓN). SEGUN ESPECIFICACIONES CANTV","V20.F90.0884","pza","9","","U","","False","","0"
"V20F91","S/T/I DE FUENTE DE ALIMENTACIÓN Y CARGADOR DE BATERIA DE RESPALDO PARA ALIMENTACIÓN DE 12/24 VAC-DC, CON CAPACIDAD SE SUMINISTRAR HASTA 12 HORAS DE ENERGIA. SEGUN ESPECIFICACIONES CANTV","V20.F91.0885","pza","8","","U","","False","","0"
"V20F92","S/T/I DE CONECTORES BNC PARA CABLE COAXIAL EN SISTEMA DE ALARMA Y DETECCION. SEGUN ESPECIFICACIONES CANTV","V20.F92.0886","pza","175","","U","","False","","0"
"V20F93","S/T/I DE CABLE COAXIAL RG59U EN SISTEMA DE ALARMA Y DETECCION CON 95% DE MALLA. SEGUN ESPECIFICACIONES CANTV","V20.F93.0887","m","350","","U","","False","","0"
"V20F94","S/T/I DE CABLE PARA SENSORES ACTIVOS 4 X 22 AWG EN SISTEMA DE ALARMA Y DETECCION. SEGUN ESPECIFICACIONES CANTV","V20.F94.0888","m","350","","U","","False","","0"
"V20F95","S/T/I DE CABLE PARA CONTACTOS MAGNETICOS 2 X 22 AWG EN SISTEMA DE ALARMA Y DETECCION. SEGUN ESPECIFICACIONES CANTV","V20.F95.0889","m","350","","U","","False","","0"
"V20F96","S/T/I DE CABLE PARA LECTORA DE 5 X 22 AWG EN SISTEMA DE ALARMA Y DETECCION. SEGUN ESPECIFICACIONES CANTV","V20.F96.0890","m","350","","U","","False","","0"
"V20F97","S/T/I DE CABLE PARA ALIMENTACION 2 X 18 AWG EN SISTEMA DE ALARMA Y DETECCION. SEGUN ESPECIFICACIONES CANTV","V20.F97.0891","m","350","","U","","False","","0"
"V20F98","S/T E INSTALACION DE ALIMENTADOR, CON DOS (2) CABLES THW, CALIBRE 10 AWG PARA SISTEMA INTEGRADO DE ACCESO","V20.F98.0892","m","600","","U","","False","","0"
"V20F99","S/T/I DE TUBERIA DE HIERRO GALVANIZADO, SIN ROSCA, TIPO EMT, DIAMETRO 3/4 PLG (19 MM) EN SISTEMA DE CONTROL DE ACCESO","V20.F99.0893","m","30","","U","","False","","0"
"V210","PAVIMENTO DE ASFALTO CALIENTE EN ZANJA INCLUYE IMPRIMACION, TRANSPORTE HASTA 25 KMS. E=15 CMS.","C443150000","M2","350","","U","","False","","0"
"V211","PAVIMENTO DE ASFALTO CALIENTE EN ZANJA INCLUYE IMPRIMACION, TRANSPORTE HASTA 25 KMS. E=20 CMS.","C443200000","M2","300","","U","","False","","0"
"V215","CONSTRUCCION DE PAVIMENTO DE CONCRETO DE RCC 310 KG/CM² A LOS 28 DIAS INCLUYE TRANSPORTE DEL CEMENTO Y AGREGADO HASTA 50 KM. EXCLUYE EL REFUERZO METALICO.","C130103000","M3","15","","U","","False","","0"
"V22","CONCRETO DE RCC. 100 KG/CM2 A LOS 28 DIAS, PARA SELLOS Y RELLENOS DE FUNDACIONES, INCLUYE TRANSPORTE DEL CEMENTO Y AGREGADOS HASTA 50 KMS. EXCLUYE EL REFUERZO METALICO","C068321000","M3","12","","U","","False","","0"
"V22001","S/T/ DE CERCA DE MALLA CICLON, H= 1,8M  CON PLETINA DE 1'" X 3 MM ENTRELAZADA EN DIAGONAL EN CADA PAÑO. SIN CORONAMIENTO ALAMBRE DE PUAS. INCLUYE BROCAL DE CONCRETO DE 20 X 15 CM","V22.001.0894","m","22","","U","","False","","0"
"V22002","S/T/ DE CERCA DE PORTON MALLA CICLON,  DOS HOJAS, CON PLETINA DE 1'" X 3 MM ENTRELAZADA EN DIAGONAL EN CADA PAÑO. SIN CORONAMIENTO DE ALAMBRE DE PUAS.","V22.002.0895","m2","12","","U","","False","","0"
"V22003","SUMINISTRO, CONFECCION Y COLOCACION DE PLETINA DE 1'" X 3 MM SOLDADA Y TRENZADA (3 VECES PARTE INF Y DIAGONAL) EN CERCA DE MALLA CICLON. SOLDADA A LOS TUBOS VERTICALES EN FORMA DE CRUZ. INC ANTICORROSIVO","V22.003.0896","m","40","","U","","False","","0"
"V223","PAVIMENTO DE CONCRETO EN ZANJA RECONSTRUCCION DE CALZADAS EN CONCRETO RCC.150 KG/CM2. E=5 CMS.","C441120000","M2","400","","U","","False","","0"
"V224","PAVIMENTO DE CONCRETO EN ZANJA RECONSTRUCCION DE CALZADAS EN CONCRETO RCC.210 KG/CM2. E=5 CMS","C441130000","M2","400","","U","","False","","0"
"V225","PAVIMENTO DE CONCRETO EN ZANJA RECONSTRUCCION DE CALZADAS EN CONCRETO RCC.210 KG/CM2. E=10 CMS.","C441230000","M2","200","","U","","False","","0"
"V226","PAVIMENTO DE CONCRETO EN ZANJA RECONSTRUCCION DE CALZADAS EN CONCRETO RCC.210 KG/CM2. E=15 CMS.","C441330000","M2","200","","U","","False","","0"
"V227","PAVIMENTO DE CONCRETO EN ZANJA RECONSTRUCCION DE CALZADAS EN CONCRETO RCC.210 KG/CM2. E=20 CMS..","C441430000","M2","150","","U","","False","","0"
"V230","PAVIMENTO DE ASFALTO FRIO EN ZANJA INCLUYE IMPRIMACION,TRANSPORTE HASTA 20 KMS. E=5 CMS.","C442050000","M2","500","","U","","False","","0"
"V23001","S/T DE PUESTO DE TRABAJO FREE STANDING TIPO '"A'" SEGÚN ESPECIFICACIONES CANTV.  ESPESOR SUPERFICIE 2,5 CM Y TABIQUES DE 7 A 8 CM, BORDES REDONDEADOS, LAMINADO DECORATIVO. INCLUYE TODOS LOS ELEMENTOS PARA SU FUNCIONAMIENTO (AREA METROPOLITANA)","V23.001.0897","und","4","","U","","False","","0"
"V23002","S/T DE PUESTO DE TRABAJO FREE STANDING TIPO '"B'" SEGÚN ESPECIFICACIONES CANTV CON AREA VISITANTE. ESPESOR SUPERFICIE 2,5 CM Y TABIQUES DE 7 A 8 CM, BORDES REDONDEADOS, LAMINADO DECORATIVO. INCLUYE ELEMENTOS PARA SU FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.002.0898","und","4","","U","","False","","0"
"V23003","S/T DE PUESTO DE TRABAJO FREE STANDING TIPO '"C'" SEGÚN ESPECIFICACIONES CANTV CON AREA DE VISITANTE. ESPESOR SUPERFICIE 2,5 CM Y TABIQUES DE 7 A 8 CM, BORDES REDONDEADOS, LAMINADO DECORATIVO. INCLUYE ELEMENTOS PARA SU FUNCIONAMIENTO (AREA METROPOLITANA)","V23.003.0899","und","3","","U","","False","","0"
"V23004","S/T DE PUESTO DE TRABAJO FREE STANDING TIPO '"D'" SEGÚN ESPECIFICACIONES CANTV CON AREA DE VISITANTE. ESPESOR SUPERFICIE 2,5 CM Y TABIQUES DE 7 A 8 CM, BORDES REDONDEADOS, LAMINADO DECORATIVO. INCLUYE ELEMENTOS PARA  FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.004.0900","und","5","","U","","False","","0"
"V23005","S/T DE PUESTO DE TRABAJO AUTOSOPORTADO TIPO '"E'" SEGÚN ESPECIFICACIONES CANTV . BORDES REDONDEADOS, LAMINADO DECORATIVO CON ARCHIVO DE 2 GAVETAS. INCLUYE TODOS LOS ELEMENTOS PARA SU FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.005.0901","und","4","","U","","False","","0"
"V23006","S/T DE PUESTO DE TRABAJO AUTOSOPORTADO TIPO '"F'" SEGÚN ESPECIFICACIONES CANTV. CON BORDES REDONDEADOS, LAMINADO DECORATIVO, 2 ARCHIVOS DE 2 GAVETAS Y AREA ESCRITORIO. INCLUYE ELEMENTOS PARA SU FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.006.0902","und","4","","U","","False","","0"
"V23007","S/T DE PUESTO DE TRABAJO SENCILLO FREE STANDING TIPO '"G'" SEGÚN ESPECIFICACIONES CANTV.  CON ESPESOR DE SUPERFICIE 2,5 CM,  BORDES REDONDEADOS, LAMINADO DECORATIVO. INCLUYE ELEMENTOS PARA SU FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.007.0903","und","7","","U","","False","","0"
"V23008","S/T DE PUESTO DE TRABAJO SENCILLO FREE STANDING TIPO '"H'" SEGÚN ESPECIFICACIONES CANTV.  CON ESPESOR DE SUPERFICIE 2,5 CM,  BORDES REDONDEADOS, LAMINADO DECORATIVO. INCLUYE ELEMENTOS PARA SU FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.008.0904","und","6","","U","","False","","0"
"V23009","S/T DE ESCRITORIO SENCILLO TIPO FREE STANDING TIPO '"I'" (1,2 X 0,60 M). SEGÚN ESPECIFICACIONES CANTV. CON ESPESOR SUPERFICIE 2,5 CM,  BORDES REDONDEADOS, LAMINADO DECORATIVO. INCLUYE ELEMENTOS PARA SU FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.009.0905","und","8","","U","","False","","0"
"V23010","S/T DE ESCRITORIO SENCILLO TIPO FREE STANDING TIPO '"I'" (1,5 X 0,60 M). SEGÚN ESPECIFICACIONES CANTV. CON ESPESOR SUPERFICIE 2,5 CM,  BORDES REDONDEADOS, LAMINADO DECORATIVO. INCLUYE ELEMENTOS PARA SU FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.010.0906","und","8","","U","","False","","0"
"V23011","S/T DE MESA PARA AREA DE ESPERA (0,40 X 0,40 M) SEGÚN ESPECIFICACIONES CANTV, ESPESOR 2,5 CM, BORDES REDONDEADOS, CON LAMINADO DECORRATIVO, BASES CROMADAS  (AREA METROPOLITANA)","V23.011.0907","und","10","","U","","False","","0"
"V23012","S/T DE MESA PARA AREA DE ESPERA (0,60 X 0,60 M) SEGÚN ESPECIFICACIONES CANTV, ESPESOR 2,5 CM, BORDES REDONDEADOS, CON LAMINADO DECORRATIVO, BASES CROMADAS (AREA METROPOLITANA)","V23.012.0908","und","10","","U","","False","","0"
"V23013","S/T DE MESA REDONDA DIAMETRO= 1 MT, SEGÚN ESPECIFICACIONES CANTV, ESPESOR 2,5 CM, BORDES REDONDEADOS, LAMINADO DECORATIVO  (AREA METROPOLITANA)","V23.013.0909","und","12","","U","","False","","0"
"V23014","S/T DE MESA DE REUNIONES (1,5 X 0,75 MT), SEGÚN ESPECIFICACIONES CANTV, ESPESOR 2,5 CM, BORDES REDONDEADOS, LAMINADO DECORATIVO  (AREA METROPOLITANA)","V23.014.0910","und","9","","U","","False","","0"
"V23015","S/T DE GAVETERO TIPO ARCHIVADOR DE 0,60 X 0,50 X 1,0 MT CON 3 GAVETAS SEGÚN ESPECIFICACIONES CANTV. INCLUYE RIELES PARA CARPETAS Y DEMAS ELEMENTOS PARA SU CORRECTO FUNCIONAMIENTO  (AREA METROPOLITANA)","V23.015.0911","und","8","","U","","False","","0"
