"CodPar","CodIns","CanIns","Deprec","Contad"
"CAR021","HER064","1","0,003","6071"
"CAR022","ALB120","1","0,002","6072"
"CAR022","COP075","0,25","0,004429","6073"
"CAR022","HER015","1","1","6074"
"CAR022","HER083","1","0,004","6075"
"CAR023","CON044","1","0,01","6076"
"CAR023","CON054","2","1","6077"
"CAR023","COP075","0,25","0,004429","6078"
"CAR023","HER083","1","0,004","6079"
"CAR024","ALB120","1","0,002","6080"
"CAR024","CON054","2","1","6081"
"CAR024","COP074","1","0,004979","6082"
"CAR024","HER064","1","0,003","6083"
"CAR025","CON054","2","1","6084"
"CAR025","COP074","1","0,004979","6085"
"CAR026","ALB120","1","0,002","6086"
"CAR026","CON054","2","1","6087"
"CAR026","COP074","1","0,004979","6088"
"CAR026","HER064","1","0,003","6089"
"CAR027","CON044","1","0,01","6090"
"CAR027","COP075","0,25","0,004429","6091"
"CAR027","HER015","1","1","6092"
"CAR027","HER083","1","0,004","6093"
"CAR028","CON044","1","0,01","6094"
"CAR028","COP075","0,25","0,004429","6095"
"CAR028","HER015","1","1","6096"
"CAR028","HER083","1","0,004","6097"
"CAR029","ALB120","1","0,002","6098"
"CAR029","COP075","0,25","0,004429","6099"
"CAR029","HER015","1","1","6100"
"CAR029","HER083","1","0,004","6101"
"CAR030","CON044","1","0,01","6102"
"CAR030","COP075","0,25","0,004429","6103"
"CAR030","HER015","1","1","6104"
"CAR030","HER083","1","0,004","6105"
"CAR031","CON044","1","0,01","6106"
"CAR031","COP075","0,25","0,004429","6107"
"CAR031","HER015","1","1","6108"
"CAR031","HER083","1","0,004","6109"
"CAR032","CON044","1","0,01","6110"
"CAR032","COP075","0,25","0,004429","6111"
"CAR032","HER015","1","1","6112"
"CAR032","HER083","1","0,004","6113"
"CAR033","ALB149","2","0,01","6114"
"CAR033","CON053","1","0,02","6115"
"CAR033","HER001","1","0,02","6116"
"CAR033","MED001","1","0,01","6117"
"CAR034","CON044","1","0,01","6118"
"CAR034","COP075","0,25","0,004429","6119"
"CAR034","HER015","1","1","6120"
"CAR034","HER083","1","0,004","6121"
"CAR035","CON044","1","0,01","6122"
"CAR035","COP075","0,25","0,004429","6123"
"CAR035","HER015","1","1","6124"
"CAR035","HER083","1","0,004","6125"
"CAR036","CON044","1","0,01","6126"
"CAR036","COP075","0,25","0,004429","6127"
"CAR036","HER015","1","1","6128"
"CAR036","HER083","1","0,004","6129"
"CAR037","ALB120","1","0,002","6130"
"CAR037","CON054","2","1","6131"
"CAR037","COP074","1","0,004979","6132"
"CAR037","HER064","1","0,003","6133"
"CAR038","ALB120","1","0,002","6134"
"CAR038","CON054","2","1","6135"
"CAR038","COP074","1","0,004979","6136"
"CAR038","HER064","1","0,003","6137"
"CAR039","ALB120","1","0,002","6138"
"CAR039","CON054","2","1","6139"
"CAR039","COP074","1","0,004979","6140"
"CAR039","HER064","1","0,003","6141"
"CAR040","ALB120","1","0,002","6142"
"CAR040","CON054","2","1","6143"
"CAR040","COP074","1","0,004979","6144"
"CAR040","HER064","1","0,003","6145"
"CAR041","ALB120","1","0,002","6146"
"CAR041","CON054","2","1","6147"
"CAR041","COP074","1","0,004979","6148"
"CAR041","HER064","1","0,003","6149"
"CAR042","ALB120","1","0,002","6150"
"CAR042","CON054","2","1","6151"
"CAR042","COP074","1","0,004979","6152"
"CAR042","HER064","1","0,003","6153"
"CAR043","CON044","1","0,01","6154"
"CAR043","COP075","0,25","0,004429","6155"
"CAR043","HER015","1","1","6156"
"CAR043","HER083","1","0,004","6157"
"CAR044","CON044","1","0,01","6158"
"CAR044","COP075","0,25","0,004429","6159"
"CAR044","HER015","1","1","6160"
"CAR044","HER083","1","0,004","6161"
"CAR045","ALB120","1","0,002","6162"
"CAR045","COP075","0,25","0,004429","6163"
"CAR045","HER015","1","1","6164"
"CAR045","HER083","1","0,004","6165"
"CAR046","ALB120","1","0,002","6166"
"CAR046","COP075","1","0,004429","6167"
"CAR046","HER015","1","1","6168"
"CAR046","HER083","1","0,004","6169"
"CAR047","ALB120","1","0,002","6170"
"CAR047","CON043","1","0,003","6171"
"CAR047","COP075","0,25","0,004429","6172"
"CAR047","HER015","1","1","6173"
"CAR048","CON044","1","0,01","6174"
"CAR048","COP075","0,25","0,004429","6175"
"CAR048","HER015","1","1","6176"
"CAR048","HER083","1","0,004","6177"
"CAR049","ALB120","1","0,002","6178"
"CAR049","COP075","0,25","0,004429","6179"
"CAR049","HER009","1","0,008","6180"
"CAR049","HER015","1","1","6181"
"CAR050","ALB120","1","0,002","6182"
"CAR050","CON043","1","0,003","6183"
"CAR050","COP075","0,25","0,004429","6184"
"CAR050","HER015","1","1","6185"
"CAR051","ALB120","1","0,002","6186"
"CAR051","CON043","1","0,003","6187"
"CAR051","COP075","0,25","0,004429","6188"
"CAR051","HER015","1","1","6189"
"CBA001","COP016","1","0,00252","6190"
"CBA001","COP078","1","0,003468","6191"
"CBA001","CPT007","1","1","6192"
"CBA001","CPT024","1","1","6193"
"CBA001","ESP012","1","1","6194"
"CBA001","VEH009","0,25","1","6195"
"CBA002","COP016","1","0,00252","6196"
"CBA002","COP078","1","0,003468","6197"
"CBA002","CPT007","1","1","6198"
"CBA002","CPT024","1","1","6199"
"CBA002","ESP012","1","1","6200"
"CBA002","VEH009","0,25","1","6201"
"CBA003","COP022","1","0,002967","6202"
"CBA003","COP038","1","0,004842","6203"
"CBA003","COP074","0,5","0,004979","6204"
"CBA004","ALB055","1","0,095","6205"
"CBA004","COP021","1","0,003191","6206"
"CBA004","COP038","1","0,004842","6207"
"CBA005","COP016","1","0,00252","6208"
"CBA005","CPT007","1","1","6209"
"CBA005","VEH005","1","1","6210"
"CBA006","ASF009","1","0,04","6211"
"CBA006","COP021","1","0,003191","6212"
"CBA006","COP038","1","0,004842","6213"
"CBA007","ASF009","1","0,04","6214"
"CBA007","COP009","0,5","0,00354","6215"
"CBA007","COP016","0,5","0,00252","6216"
"CBA007","COP022","1","0,002967","6217"
"CBA007","COP040","1","0,003223","6218"
"CBA008","ASF009","1","0,04","6219"
"CBA008","COP016","1","0,00252","6220"
"CBA008","COP022","1","0,002967","6221"
"CBA009","ASF009","1","0,04","6222"
"CBA009","COP016","1","0,00252","6223"
"CBA009","COP022","1","0,002967","6224"
"CBA009","COP023","1","0,003269","6225"
"CBA010","COP038","1","0,004842","6226"
"CBA010","ESP012","2","1","6227"
"CBA011","COP009","1","0,00354","6228"
"CBA011","COP016","1","0,00252","6229"
"CBA011","COP021","1","0,003191","6230"
"CBA011","ESP012","0,5","1","6231"
"CBA011","VEH007","1","1","6232"
"CBA011","VEH020","0,25","0,005","6233"
"CBA012","ASF009","1","0,04","6234"
"CBA012","COP016","1","0,00252","6235"
"CBA012","CPT007","1","1","6236"
"CBA013","ASF009","1","0,04","6237"
"CBA013","COP006","1","0,003541","6238"
"CBA013","COP016","1","0,00252","6239"
"CBA013","COP022","1","0,002967","6240"
"CBA014","ASF009","1","0,04","6241"
"CBA014","COP016","1","0,00252","6242"
"CBA014","COP022","1","0,002967","6243"
"CBA015","ASF009","1","0,04","6244"
"CBA015","COP016","1","0,00252","6245"
"CBA015","COP023","1","0,003269","6246"
"CBA015","CPT010","1","1","6247"
"CBA016","COP016","1","0,00252","6248"
"CBA016","CPT007","1","1","6249"
"CBA016","VEH005","0,5","1","6250"
"CBA017","COP016","1","0,00252","6251"
"CBA017","COP052","1","0,003433","6252"
"CBA017","CPT007","1","1","6253"
"CBA017","VEH005","0,5","1","6254"
"CBA018","ASF009","1","0,04","6255"
"CBA018","COP016","1","0,00252","6256"
"CBA018","COP023","1","0,003269","6257"
"CBA018","CPT010","1","1","6258"
"CBA019","ALB012","1","0,012","6259"
"CBA019","COP038","1","0,004842","6260"
"CBA020","COP016","1","0,00252","6261"
"CBA020","CPT007","1","1","6262"
"CBA020","VEH005","1","1","6263"
"CBA021","COP075","0,25","0,004429","6264"
"CBA021","ESP012","1","1","6265"
"CBA022","COP029","1","0,003359","6266"
"CBA022","COP074","1","0,004979","6267"
"CBA022","CPT008","1","0,004","6268"
"CBA022","VEH024","1","0,004","6269"
"CBA023","COP008","1","0,002734","6270"
"CBA024","COP010","1","0,003522","6271"
"CBA024","COP016","1","0,00252","6272"
"CBA024","COP020","1","0,00282","6273"
"CBA024","COP023","1","0,003269","6274"
"CBA024","COP050","1","0,002781","6275"
"CBA024","COP074","1","0,004979","6276"
"CBA024","VEH005","1","1","6277"
"CBA025","COP010","1","0,003522","6278"
"CBA025","COP016","1","0,00252","6279"
"CBA025","COP020","1","0,00282","6280"
"CBA025","COP050","0,5","0,002781","6281"
"CBA025","COP074","0,5","0,004979","6282"
"CBA025","VEH005","0,5","1","6283"
"CBA026","COP010","1","0,003522","6284"
"CBA026","COP016","1","0,00252","6285"
"CBA026","COP020","1","0,00282","6286"
"CBA026","COP050","1","0,002781","6287"
"CBA026","COP074","1","0,004979","6288"
"CBA026","VEH005","1","1","6289"
"CBA027","COP010","1","0,003522","6290"
"CBA027","COP016","2","0,00252","6291"
"CBA027","COP020","1","0,00282","6292"
"CBA027","COP050","1","0,002781","6293"
"CBA027","COP074","1","0,004979","6294"
"CBA027","VEH005","1","1","6295"
"CBA028","COP011","2","0,003502","6296"
"CBA028","COP016","2","0,00252","6297"
"CBA028","COP020","1","0,00282","6298"
"CBA028","COP023","1","0,003269","6299"
"CBA028","COP050","1","0,002781","6300"
"CBA028","COP074","1","0,004979","6301"
"CBA028","VEH005","1","1","6302"
"CBA029","COP010","1","0,003522","6303"
"CBA029","COP016","2","0,00252","6304"
"CBA029","COP020","1","0,00282","6305"
"CBA029","COP023","1","0,003269","6306"
"CBA029","COP050","1","0,002781","6307"
"CBA029","COP074","1","0,004979","6308"
"CBA029","VEH005","1","1","6309"
"CBA030","COP010","2","0,003522","6310"
"CBA030","COP016","2","0,00252","6311"
"CBA030","COP020","1","0,00282","6312"
"CBA030","COP023","1","0,003269","6313"
"CBA030","COP074","1","0,004979","6314"
"CBA030","VEH005","1","1","6315"
"CBA031","COP009","1","0,00354","6316"
"CBA031","COP016","1","0,00252","6317"
"CBA031","COP020","1","0,00282","6318"
"CBA031","COP023","1","0,003269","6319"
"CBA031","COP050","1","0,002781","6320"
"CBA031","COP074","1","0,004979","6321"
"CBA031","VEH005","1","1","6322"
"CBA032","COP010","1","0,003522","6323"
"CBA032","COP016","1","0,00252","6324"
"CBA032","COP020","1","0,00282","6325"
"CBA032","COP023","1","0,003269","6326"
"CBA032","COP050","1","0,002781","6327"
"CBA032","COP074","1","0,004979","6328"
"CBA032","VEH005","1","1","6329"
"CBA033","COP010","1","0,003522","6330"
"CBA033","COP016","1","0,00252","6331"
"CBA033","COP020","1","0,00282","6332"
"CBA033","COP023","1","0,003269","6333"
"CBA033","COP050","1","0,002781","6334"
"CBA033","COP074","1","0,004979","6335"
"CBA033","VEH005","1","1","6336"
"CBA034","COP010","1","0,003522","6337"
"CBA034","COP016","2","0,00252","6338"
"CBA034","COP020","1","0,00282","6339"
"CBA034","COP023","1","0,003269","6340"
"CBA034","COP050","1","0,002781","6341"
"CBA034","COP074","1","0,004979","6342"
"CBA034","VEH005","1","1","6343"
"CBA035","COP010","2","0,003522","6344"
"CBA035","COP016","2","0,00252","6345"
"CBA035","COP020","1","0,00282","6346"
"CBA035","COP023","1","0,003269","6347"
"CBA035","COP050","1","0,002781","6348"
"CBA035","COP074","1","0,004979","6349"
"CBA035","VEH005","1","1","6350"
"CBA036","COP010","1","0,003522","6351"
"CBA036","COP016","1","0,00252","6352"
"CBA036","COP020","1","0,00282","6353"
"CBA036","COP023","1","0,003269","6354"
"CBA036","COP050","1","0,002781","6355"
"CBA036","COP074","1","0,004979","6356"
"CBA036","VEH005","1","1","6357"
"CBA037","ALB030","10","1","6358"
"CBA037","COP074","1","0,004979","6359"
"CBA038","ALB030","10","1","6360"
"CBA038","COP074","1","0,004979","6361"
"CBA039","ALB030","10","1","6362"
"CBA039","COP074","1","0,004979","6363"
"CBA039","VEH002","1","1","6364"
"CBA040","ALB030","10","1","6365"
"CBA040","COP074","1","0,004979","6366"
"CBA040","VEH002","1","1","6367"
"CBA041","ALB030","1","1","6368"
"CBA041","COP050","1","0,002781","6369"
"CBA041","COP074","1","0,004979","6370"
"CBA041","CPT019","4","1","6371"
"CBA041","MOV052","1","1","6372"
"CBA041","VEH005","1","1","6373"
"CBA042","COP010","1","0,003522","6374"
"CBA042","COP016","1","0,00252","6375"
"CBA042","COP020","1","0,00282","6376"
"CBA042","COP023","1","0,003269","6377"
"CBA042","COP050","1","0,002781","6378"
"CBA042","COP074","1","0,004979","6379"
"CBA042","VEH005","1","1","6380"
"CBA043","ALB004","2","0,006","6381"
"CBA043","COP074","1","0,004979","6382"
"CBA044","COP010","1","0,003522","6383"
"CBA044","COP016","1","0,00252","6384"
"CBA044","COP020","1","0,00282","6385"
"CBA044","COP023","1","0,003269","6386"
"CBA044","COP050","1","0,002781","6387"
"CBA044","COP074","1","0,004979","6388"
"CBA044","VEH005","1","1","6389"
"CBA045","ALB030","1","1","6390"
"CBA045","COP050","1","0,002781","6391"
"CBA045","COP074","1","0,004979","6392"
"CBA045","CPT019","4","1","6393"
"CBA045","MOV052","1","1","6394"
"CBA045","VEH005","1","1","6395"
"CBA046","ALB030","9","1","6396"
"CBA046","COP074","1","0,004979","6397"
"CBA046","VEH002","1","1","6398"
"CBA047","ALB030","10","1","6399"
"CBA047","COP074","1","0,004979","6400"
"CBA047","VEH002","1","1","6401"
"CBA048","ALB030","10","1","6402"
"CBA048","COP074","1","0,004979","6403"
"CBA049","ALB064","1","0,02","6404"
"CBA049","COP074","1","0,004979","6405"
"CBA049","MED015","1","0,02","6406"
"CBA050","COP010","1","0,003522","6407"
"CBA050","COP016","1","0,00252","6408"
"CBA050","COP020","1","0,00282","6409"
"CBA050","COP023","1","0,003269","6410"
"CBA050","COP050","1","0,002781","6411"
"CBA050","COP074","1","0,004979","6412"
"CBA050","VEH005","1","1","6413"
"CBA051","COP010","2","0,003522","6414"
"CBA051","COP016","2","0,00252","6415"
"CBA051","COP020","1","0,00282","6416"
"CBA051","COP023","1","0,003269","6417"
"CBA051","COP050","1","0,002781","6418"
"CBA051","COP074","1","0,004979","6419"
"CBA051","VEH005","1","1","6420"
"CBA052","COP010","1","0,003522","6421"
"CBA052","COP016","2","0,00252","6422"
"CBA052","COP020","1","0,00282","6423"
"CBA052","COP023","1","0,003269","6424"
"CBA052","COP050","1","0,002781","6425"
"CBA052","COP074","1","0,004979","6426"
"CBA052","VEH005","1","1","6427"
"CBA053","COP010","1","0,003522","6428"
"CBA053","COP016","1","0,00252","6429"
"CBA053","COP020","1","0,00282","6430"
"CBA053","COP023","1","0,003269","6431"
"CBA053","COP050","1","0,002781","6432"
"CBA053","COP074","1","0,004979","6433"
"CBA053","VEH005","1","1","6434"
"CBA054","COP010","1","0,003522","6435"
"CBA054","COP016","1","0,00252","6436"
"CBA054","COP020","1","0,00282","6437"
"CBA054","COP023","1","0,003269","6438"
"CBA054","COP050","1","0,002781","6439"
"CBA054","COP074","1","0,004979","6440"
"CBA054","VEH005","1","1","6441"
"CBA055","COP011","1","0,003502","6442"
"CBA055","COP016","1","0,00252","6443"
"CBA055","COP020","1","0,00282","6444"
"CBA055","COP023","1","0,003269","6445"
"CBA055","COP050","1","0,002781","6446"
"CBA055","COP074","1","0,004979","6447"
"CBA055","VEH005","1","1","6448"
"CBA056","COP010","2","0,003522","6449"
"CBA056","COP016","2","0,00252","6450"
"CBA056","COP020","1","0,00282","6451"
"CBA056","COP023","1","0,003269","6452"
"CBA056","COP050","1","0,002781","6453"
"CBA056","COP074","1","0,004979","6454"
"CBA056","VEH005","1","1","6455"
"CBA057","COP010","1","0,003522","6456"
"CBA057","COP016","2","0,00252","6457"
"CBA057","COP020","1","0,00282","6458"
"CBA057","COP023","1","0,003269","6459"
"CBA057","COP050","1","0,002781","6460"
"CBA057","COP074","1","0,004979","6461"
"CBA057","VEH005","1","1","6462"
"CBA058","COP011","2","0,003502","6463"
"CBA058","COP016","2","0,00252","6464"
"CBA058","COP020","1","0,00282","6465"
"CBA058","COP023","1","0,003269","6466"
"CBA058","COP050","1","0,002781","6467"
"CBA058","COP074","1","0,004979","6468"
"CBA058","VEH005","1","1","6469"
"CBA059","COP010","1","0,003522","6470"
"CBA059","COP016","2","0,00252","6471"
"CBA059","COP020","1","0,00282","6472"
"CBA059","COP050","1","0,002781","6473"
"CBA059","COP074","1","0,004979","6474"
"CBA059","VEH005","1","1","6475"
"CBA060","COP010","1","0,003522","6476"
"CBA060","COP016","1","0,00252","6477"
"CBA060","COP020","1","0,00282","6478"
"CBA060","COP050","1","0,002781","6479"
"CBA060","COP074","1","0,004979","6480"
"CBA060","VEH005","1","1","6481"
"CBA061","COP010","1","0,003522","6482"
"CBA061","COP016","1","0,00252","6483"
"CBA061","COP020","1","0,00282","6484"
"CBA061","COP050","1","0,002781","6485"
"CBA061","COP074","1","0,004979","6486"
"CBA061","VEH005","1","1","6487"
"CBA062","COP010","1","0,003522","6488"
"CBA062","COP016","2","0,00252","6489"
"CBA062","COP020","1","0,00282","6490"
"CBA062","COP050","1","0,002781","6491"
"CBA062","COP074","1","0,004979","6492"
"CBA062","VEH005","1","1","6493"
"CBA063","COP010","1","0,003522","6494"
"CBA063","COP016","2","0,00252","6495"
"CBA063","COP020","1","0,00282","6496"
"CBA063","COP023","1","0,003269","6497"
"CBA063","COP050","1","0,002781","6498"
"CBA063","COP074","1","0,004979","6499"
"CBA063","VEH005","1","1","6500"
"CBA064","COP009","1","0,00354","6501"
"CBA064","COP016","1","0,00252","6502"
"CBA064","COP020","1","0,00282","6503"
"CBA064","COP023","1","0,003269","6504"
"CBA064","COP050","1","0,002781","6505"
"CBA064","COP074","1","0,004979","6506"
"CBA064","VEH005","1","1","6507"
"CBA065","COP009","1","0,00354","6508"
"CBA065","COP016","1","0,00252","6509"
"CBA065","COP020","1","0,00282","6510"
"CBA065","COP023","1","0,003269","6511"
"CBA065","COP050","1","0,002781","6512"
"CBA065","COP074","1","0,004979","6513"
"CBA065","VEH005","1","1","6514"
"CBA066","CON035","1","0,004","6515"
"CBA066","COP009","1","0,00354","6516"
"CBA066","COP016","1","0,00252","6517"
"CBA066","COP020","1","0,00282","6518"
"CBA066","COP023","1","0,003269","6519"
"CBA066","COP050","1","0,002781","6520"
"CBA066","COP074","1","0,004979","6521"
"CBA066","VEH005","1","1","6522"
"CBA067","COP009","1","0,00354","6523"
"CBA067","COP016","1","0,00252","6524"
"CBA067","COP020","1","0,00282","6525"
"CBA067","COP023","1","0,003269","6526"
"CBA067","COP050","1","0,002781","6527"
"CBA067","COP074","1","0,004979","6528"
"CBA067","VEH005","1","1","6529"
"CBA068","COP009","1","0,00354","6530"
"CBA068","COP016","1","0,00252","6531"
"CBA068","COP020","1","0,00282","6532"
"CBA068","COP023","1","0,003269","6533"
"CBA068","COP050","1","0,002781","6534"
"CBA068","COP074","1","0,004979","6535"
"CBA068","VEH005","1","1","6536"
"CBA069","COP009","1","0,00354","6537"
"CBA069","COP016","1","0,00252","6538"
"CBA069","COP020","1","0,00282","6539"
"CBA069","COP023","1","0,003269","6540"
"CBA069","COP050","1","0,002781","6541"
"CBA069","COP074","1","0,004979","6542"
"CBA069","VEH005","1","1","6543"
"CBA070","CON035","1","0,004","6544"
"CBA070","COP009","1","0,00354","6545"
"CBA070","COP016","1","0,00252","6546"
"CBA070","COP020","1","0,00282","6547"
"CBA070","COP023","1","0,003269","6548"
"CBA070","COP050","1","0,002781","6549"
"CBA070","COP074","1","0,004979","6550"
"CBA070","VEH005","1","1","6551"
"CBA071","ASF009","1","0,04","6552"
"CBA071","COP021","1","0,003191","6553"
"CBA071","COP038","1","0,004842","6554"
"CBA071","COP048","1","0,004349","6555"
"CBA071","SEG004","20","0,012","6556"
"CBA071","VEH044","2","0,004","6557"
"CBA072","COP009","1","0,00354","6558"
"CBA072","COP016","1","0,00252","6559"
"CBA072","COP020","1","0,00282","6560"
"CBA072","COP023","1","0,003269","6561"
"CBA072","COP050","1","0,002781","6562"
"CBA072","COP074","1","0,004979","6563"
"CBA072","VEH005","1","1","6564"
"CBA073","ALB030","6","1","6565"
"CBA073","CON035","1","0,004","6566"
"CBA073","COP010","1","0,003522","6567"
"CBA073","COP016","1","0,00252","6568"
"CBA073","COP021","1","0,003191","6569"
"CBA073","COP023","1","0,003269","6570"
"CBA074","COP009","1","0,00354","6571"
"CBA074","COP016","1","0,00252","6572"
"CBA074","COP020","1","0,00282","6573"
"CBA074","COP023","1","0,003269","6574"
"CBA074","COP050","1","0,002781","6575"
"CBA074","COP074","1","0,004979","6576"
"CBA074","VEH005","1","1","6577"
"CBA075","ALB030","6","1","6578"
"CBA075","CON035","1","0,004","6579"
"CBA075","COP010","1","0,003522","6580"
"CBA075","COP016","1","0,00252","6581"
"CBA075","COP021","1","0,003191","6582"
"CBA075","COP023","1","0,003269","6583"
